Gene	Chromosome	Start	End	Canonical
RPP25L	9	34610801	34611293	NM_148179
STARD4	5	110835583	110843131	NM_139164
MYO3B	2	171034797	171509631	NM_138995
DEFB127	20	138185	139665	NM_139074
SNX15	11	64795009	64807264	NM_013306
CNNM4	2	97426736	97475254	NM_020184
C5orf15	5	133292549	133304275	NM_020199
LSAMP	3	115529163	116163878	NM_002338
LRPAP1	4	3514700	3534139	NM_002337
HNRNPA2B1	7	26232135	26240197	NM_031243
TACSTD2	1	59041856	59042828	NM_002353
LRP5	11	68080182	68216538	NM_002335
LRP4	11	46880533	46939930	NM_002334
LAMB4	7	107664483	107763609	NM_007356
OR9G4	11	56510303	56511287	NM_001005284
TCHHL1	1	152057442	152060619	NM_001008536
ADCY8	8	131792635	132052579	NM_001115
GTF2E2	8	30436437	30511115	NM_002095
NECAB3	20	32245634	32262158	NM_031232
BAALC	8	104153125	104240327	NM_024812
TREML2	6	41160164	41168746	NM_024807
SSH2	17	27957858	28257018	NM_033389
ZFHX2	14	23991170	24004534	NM_033400
ATG16L2	11	72525490	72540435	NM_033388
SEC11C	18	56807180	56825917	NM_033280
LACRT	12	55024675	55028625	NM_033277
XRCC6BP1	12	58335484	58350673	NM_033276
ZNF479	7	57187546	57200031	NM_033273
ERN2	16	23702151	23724652	NM_033266
IDI2	10	1065456	1070663	NM_033261
ZNRF1	16	75033569	75140437	NM_032268
FAM192A	16	57188201	57207766	NM_024946
RMI1	9	86615901	86617779	NM_024945
BAIAP2L2	22	38481306	38506532	NM_025045
TMEM156	4	38972689	39033933	NM_024943
PRAMEF17	1	13716117	13718962	NM_001099851
TDRD12	19	33210978	33281585	NM_001110822
DOT1L	19	2164183	2229791	NM_032482
DAGLA	11	61487627	61511961	NM_006133
TMEM50B	21	34823124	34841192	NM_006134
CALHM3	10	105232969	105238789	NM_001129742
PITPNM1	11	67259503	67271651	NM_004910
MAN2B2	4	6576937	6623012	NM_015274
OR4D5	11	123810323	123811280	NM_001001965
DAPL1	2	159651884	159672333	NM_001017920
GATSL1	7	74379082	74438803	NM_001145063
RAX	18	56936235	56940438	NM_013435
MARCO	2	119699876	119752096	NM_006770
YPEL1	22	22055417	22065033	NM_013313
SAC3D1	11	64808764	64812199	NM_013299
SLC30A4	15	45777360	45814552	NM_013309
C2orf27A	2	132509130	132524775	NM_013310
GPR171	3	150916213	150917173	NM_013308
GPSM2	1	109428144	109472562	NM_013296
ST8SIA5	18	44260004	44336471	NM_013305
ZDHHC1	16	67428568	67441678	NM_013304
KLHDC2	14	50235186	50249671	NM_014315
IFIT5	10	91174555	91178405	NM_012420
TMEM50A	1	25666977	25687196	NM_014313
VSIG2	11	124617430	124622033	NM_014312
RASD2	22	35942856	35948079	NM_014310
HDGFRP2	19	4472347	4502022	NM_001001520
FLRT1	11	63883739	63885764	NM_013280
ANKRD11	16	89334885	89383427	NM_001256182
SLCO3A1	15	92397138	92715092	NM_013272
PRSS50	3	46753735	46759314	NM_013270
NKX2-8	14	37050106	37051594	NM_014360
OPTC	1	203465133	203472848	NM_014359
RAB26	16	2198784	2203422	NM_014353
SULT4A1	22	44221880	44258262	NM_014351
ZNF324	19	58980552	58983521	NM_014347
TBC1D22A	22	47158683	47569269	NM_014346
ZNF318	6	43304895	43337103	NM_014345
MTCH2	11	47640384	47664017	NM_014342
MTCH1	6	36936678	36953949	NM_001271641
PISD	22	32015597	32021801	NM_014338
MEOX2	7	15652011	15726027	NM_005924
MAP3K5	6	136878895	137113295	NM_005923
CFC1B	2	131279057	131356860	NM_001079530
F8A3	X	154114649	154688261	NM_001007524
F8A2	X	154114649	154688261	NM_001007523
OR2M7	1	248486931	248487870	NM_001004691
OR4C11	11	55370916	55371849	NM_001004700
OR2L3	1	248223983	248224922	NM_001004687
YBEY	21	47706827	47717548	NM_001006114
NKAIN2	6	124125345	125144375	NM_001040214
PLA2G2D	1	20440606	20445991	NM_012400
PADI4	1	17634717	17690250	NM_012387
OR2F1	7	143657063	143658017	NM_012369
SSU72	1	1477445	1509937	NM_014188
TMEM208	16	67261121	67263016	NM_014187
MSN	X	64887708	64959755	NM_002444
NDUFA12	12	95365215	95397456	NM_018838
TLX3	5	170736369	170738603	NM_021025
ZBTB26	9	125680887	125682213	NM_020924
CFHR3	1	196744016	196762643	NM_021023
ZDBF2	2	207146573	207176317	NM_020923
SYT14	1	210111595	210334387	NM_001256006
LOC440335	16	4845735	4846232	NM_001253790
NDN	15	23931398	23932364	NM_002487
BAGE2	21	11049570	11098717	NM_182482
BAGE3	21	11049570	11098717	NM_182481
COCH	14	31344144	31358997	NM_001135058
RASSF8	12	26208276	26232006	NM_001164746
PPIB	15	64448221	64455185	NM_000942
NOX1	X	100098940	100129128	NM_007052
DAAM1	14	59730195	59835577	NM_001270520
COLGALT2	1	183907894	184006491	NM_015101
PSMA8	18	23713929	23772375	NM_144662
IQCF2	3	51895682	51897386	NM_203424
GRASP	12	52400803	52408983	NM_181711
FAM101A	12	124796399	124799071	NM_181709
ZNRF4	19	5455502	5456792	NM_181710
SEPT3	22	42373068	42392971	NM_019106
TGFBI	5	135364744	135398915	NM_000358
APOA2	1	161192194	161193191	NM_001643
SLC25A6	X	1505494	1510902	NM_001636
FRAT1	10	99079210	99080050	NM_005479
NEFL	8	24810322	24814029	NM_006158
DBT	1	100661810	100715376	NM_001918
PAK2	3	196509517	196555276	NM_002577
DKK1	10	54074194	54076567	NM_012242
TRPM5	11	2426166	2444266	NM_014555
KLHDC10	7	129710483	129770586	NM_014997
RAD54L2	3	51624436	51697436	NM_015106
MAPKBP1	15	42067473	42117634	NM_001128608
ATG2A	11	64662444	64684607	NM_015104
HIC2	22	21797120	21801032	NM_015094
PLXND1	3	129275154	129325482	NM_015103
NME1-NME2	17	49233015	49248965	NM_001018136
MURC	9	103340425	103348733	NM_001018116
FANCB	X	14861688	14883632	NM_001018113
MICA	6	31371409	31382916	NM_001177519
RPTN	1	152127219	152130365	NM_001122965
C7orf65	7	47694876	47698826	NM_001123065
ZPBP2	17	38024607	38033062	NM_199321
FAM120AOS	9	96209892	96214991	NM_198841
CD40	20	44746982	44757679	NM_001250
ENTPD3	3	40429548	40468999	NM_001248
FAM208B	10	5762605	5804995	NM_017782
CHD7	8	61653991	61778492	NM_017780
HID1	17	72947664	72968751	NM_030630
MEIG1	10	15008467	15014640	NM_001080836
CLRN2	4	17516889	17528705	NM_001079827
SGK223	8	8175675	8239257	NM_001080826
TMEM120B	12	122150801	122213628	NM_001080825
TEX10	9	103064472	103114703	NM_017746
MRPS33	7	140706229	140710433	NM_016071
NT5C3B	17	39981774	39992445	NM_052935
POLR2A	17	7388083	7417496	NM_000937
MFSD5	12	53645516	53647972	NM_001170790
KIAA0753	17	6483066	6538423	NM_014804
LCMT2	15	43620626	43622687	NM_014793
ZNF518A	10	97916079	97920530	NM_014803
C2CD5	12	22602693	22697084	NM_014802
WASF3	13	27216407	27259982	NM_006646
ARG2	14	68086694	68117637	NM_001172
CSGALNACT2	10	43650597	43678990	NM_018590
SYT4	18	40850305	40857246	NM_020783
POTEB	15	21040719	22082770	NM_207355
KLHL42	12	27933263	27951099	NM_020782
ZNF398	7	148844834	148876893	NM_020781
FOXD4L1	2	114256833	114258060	NM_012184
SIK2	11	111473287	111594853	NM_015191
EXOC6B	2	72406463	73053039	NM_015189
DNAJC9	10	75003157	75006947	NM_015190
TBC1D12	10	96162370	96292853	NM_015188
SEL1L3	4	25750046	25864458	NM_015187
OR5B21	11	58274648	58275578	NM_001005218
C1QL4	12	49726836	49730260	NM_001008223
OR7E24	19	9361719	9362739	NM_001079935
TRIM77	11	89443466	89451040	NM_001146162
GLMN	1	92712086	92763556	NM_053274
OAS3	12	113376335	113407778	NM_006187
GPR55	2	231774717	231775677	NM_005683
NUMA1	11	71714572	71746989	NM_006185
NUCB1	19	49404053	49425681	NM_006184
NTS	12	86268181	86276153	NM_006183
NTF4	19	49564621	49565254	NM_006179
NSF	17	44668141	44833189	NM_006178
NRL	14	24550444	24552057	NM_006177
LRRN1	3	3886325	3888476	NM_020873
KLC1	14	104120901	104167540	NM_005552
HEATR3	16	50100042	50138972	NM_182922
TICAM1	19	4816250	4818389	NM_182919
ADAMTS9	3	64507846	64673333	NM_182920
TMEM223	11	62558094	62559466	NM_001080501
ST20-MTHFS	15	80137551	80200015	NM_001199760
CYTIP	2	158272188	158300532	NM_004288
MOBP	3	39543560	39554913	NM_182935
LCE4A	1	152681551	152681851	NM_178356
LCE1F	1	152748847	152749204	NM_178354
LCE1E	1	152759775	152760132	NM_178353
SP4	7	21467869	21550887	NM_003112
TMIGD1	17	28643704	28659151	NM_206832
DPH3	3	16302270	16306383	NM_206831
RASL11A	13	27845081	27847631	NM_206827
GNL3	3	52720108	52728291	NM_206825
DENND4A	15	65954188	66048788	NM_001144823
CCDC113	16	58283918	58313681	NM_014157
ZBTB44	11	130104157	130131768	NM_014155
GIMAP1	7	150416135	150418013	NM_130759
PLAA	9	26905508	26947043	NM_001031689
T	6	166571802	166581079	NM_003181
PRKCI	3	169940457	170020915	NM_002740
PRKCA	17	64298969	64800155	NM_002737
COPS2	15	49420146	49447775	NM_001143887
TRIP10	19	6739772	6751222	NM_004240
BRAF	7	140434396	140624503	NM_004333
CSMD2	1	33985117	34631414	NM_052896
FAM150A	8	53451002	53477816	NM_207413
C8orf86	8	38369904	38386155	NM_207412
RPL4	15	66791744	66797128	NM_000968
SLC27A4	9	131105411	131122770	NM_005094
TMEM230	20	5081436	5093674	NM_001009924
NUDT5	10	12209700	12228290	NM_014142
TYRP1	9	12693996	12709182	NM_000550
ABCB7	X	74273204	74376107	NM_004299
IL17RB	3	53880615	53899335	NM_018725
MRPS25	3	15093947	15106701	NM_022497
ACTR6	12	100594629	100617693	NM_022496
PCNXL4	14	60581430	60600939	NM_022495
ZDHHC6	10	114190561	114205194	NM_022494
NARFL	16	780416	790985	NM_022493
TTC31	2	74710222	74720345	NM_022492
SUDS3	12	118814496	118852238	NM_022491
POLR1E	9	37486044	37503199	NM_022490
OR5H2	3	98001731	98002676	NM_001005482
FFAR4	10	95326477	95347366	NM_181745
ORC4	2	148693078	148733527	NM_001190879
INPP5D	2	233925188	234115354	NM_001017915
EPX	17	56270207	56281784	NM_000502
C1QB	1	22985949	22987879	NM_000491
ITGA2B	17	42449731	42466841	NM_000419
IL2RA	10	6054834	6104114	NM_000417
ASMTL	X	1522161	1571733	NM_004192
NAAA	4	76832503	76862102	NM_014435
SLA	8	134050768	134114807	NM_001045556
YAF2	12	42554390	42631982	NM_001190980
COL8A2	1	36563169	36565843	NM_005202
HES1	3	193854169	193856022	NM_005524
HOXA11	7	27222414	27224763	NM_005523
KIAA0930	22	45593056	45636584	NM_015264
FARP1	13	98865496	99100571	NM_005766
CTRB2	16	75238058	75241039	NM_001025200
HNRPLL	2	38791323	38830009	NM_138394
WDR77	1	111983851	111991791	NM_024102
OR13D1	9	107456702	107457743	NM_001004484
ZNF396	18	32948314	32954256	NM_145756
KANK1	9	676972	745235	NM_001256877
NUDT10	X	51075817	51079091	NM_153183
TNFSF9	19	6531047	6535077	NM_003811
TNFSF12	17	7452470	7460667	NM_003809
DDX49	19	19030550	19039125	NM_019070
GPR173	X	53105803	53106925	NM_018969
SLC9A8	20	48429459	48504473	NM_001260491
ITGA5	12	54790076	54812982	NM_002205
BAZ2B	2	160176775	160335230	NM_013450
MFSD3	8	145734716	145736547	NM_138431
C12orf57	12	7053284	7055085	NM_138425
KIF12	9	116854140	116859982	NM_138424
CASC4	15	44581227	44705604	NM_138423
SAAL1	11	18101945	18127588	NM_138421
AHNAK2	14	105404399	105444574	NM_138420
PMEL	12	56347997	56359795	NM_006928
ZSCAN12	6	28358230	28366182	NM_001163391
APLP1	19	36359538	36370343	NM_001024807
METAP2	12	95867955	95907680	NM_006838
COPS5	8	67955467	67974231	NM_006837
FAM47C	X	37026483	37029591	NM_001013736
TWISTNB	7	19737938	19748639	NM_001002926
HEPHL1	11	93754534	93845060	NM_001098672
DEPDC1	1	68942614	68962682	NM_001114120
ALS2CR8	2	203806625	203848347	NM_024744
PDC	1	186413110	186418591	NM_002597
UAP1L1	9	139971984	139977181	NM_207309
NEURL4	17	7219441	7232631	NM_032442
LOC643037	11	94245694	94265066	NM_001190462
ID4	6	19837985	19838859	NM_001546
HSPB1	7	75932029	75933490	NM_001540
CD52	1	26644508	26646793	NM_001803
CDH3	16	68679282	68732303	NM_001793
CDH2	18	25532116	25756986	NM_001792
CDR2	16	22358285	22385630	NM_001802
LAMB1	7	107564395	107643330	NM_002291
TOP3B	22	22311485	22330081	NM_003935
FUBP3	9	133455067	133512409	NM_003934
EPHB1	3	134514473	134977962	NM_004441
OR4K15	14	20443677	20444724	NM_001005486
OR4K5	14	20388765	20389737	NM_001005483
CT45A6	X	134963407	134967496	NM_001017438
C4orf29	4	128904110	128951831	NM_001039717
NPRL3	16	136703	188266	NM_001243249
RRBP1	20	17594826	17641152	NM_001042576
NKX2-6	8	23559963	23564111	NM_001136271
ZNF879	5	178452005	178460641	NM_001136116
ZNF675	19	23836027	23869835	NM_138330
RHBDL3	17	30593208	30648248	NM_138328
ACMSD	2	135596252	135659430	NM_138326
CDC26	9	116029542	116034787	NM_139286
GAS2L2	17	34071872	34079869	NM_139285
KRTAP15-1	21	31812645	31813059	NM_181623
KRTAP13-2	21	31744003	31744531	NM_181621
KRTAP22-1	21	31973439	31973586	NM_181620
KRTAP21-1	21	32127456	32127696	NM_181619
KRTAP21-2	21	32119268	32119520	NM_181617
PDPR	16	70154395	70190782	NM_017990
KRTAP20-1	21	31988773	31988944	NM_181615
LANCL3	X	37431123	37535066	NM_198511
C4orf3	4	120219933	120225600	NM_001170330
FAIM2	12	50264286	50297575	NM_012306
CISD2	4	103790241	103808587	NM_001008388
CCNC	6	99991430	100016403	NM_005190
RRP7A	22	42908915	42915792	NM_015703
INTU	4	128554189	128637591	NM_015693
CPAMD8	19	17003918	17137593	NM_015692
C22orf43	22	23950950	23974210	NM_016449
DTL	1	212209232	212276282	NM_016448
MPP6	7	24663286	24727233	NM_016447
PLEK2	14	67854045	67878776	NM_016445
HECTD1	14	31570135	31675142	NM_015382
CRIM1	2	36583435	36775844	NM_016441
FAM71A	1	212798219	212800004	NM_153606
TPX2	20	30345279	30388883	NM_012112
DGAT2L6	X	69397432	69424956	NM_198512
KLRG2	7	139138332	139168388	NM_198508
C11orf53	11	111152158	111156779	NM_198498
FAM174A	5	99871234	99921888	NM_198507
ZP1	11	60635034	60643129	NM_207341
ATP13A5	3	192992830	193096514	NM_198505
ZFP69	1	40945033	40961731	NM_198494
PAQR9	3	142681044	142682178	NM_198504
KCNT2	1	196197353	196577439	NM_198503
ANKRD45	1	173579283	173628557	NM_198493
ULK2	17	19679661	19770730	NM_014683
KCNG1	20	49620575	49626875	NM_002237
G6PC3	17	42148333	42153411	NM_138387
NAF1	4	164048130	164087879	NM_138386
ATP1A4	1	160121830	160156489	NM_144699
MRPL9	1	151732525	151735955	NM_031420
NFKBIZ	3	101568472	101578215	NM_031419
GPR101	X	136112306	136113833	NM_054021
GPR4	19	46094035	46095124	NM_005282
CSAG2	X	151877052	151928428	NM_001080848
GPR12	13	27332959	27333964	NM_005288
NPBWR2	20	62737182	62738184	NM_005286
NPBWR1	8	53852467	53853454	NM_005285
PIDD	11	799306	804388	NM_145886
PI4KB	1	151265327	151298655	NM_001198773
AKAP17A	X	1712355	1720487	NM_005088
MAGEA1	X	152482080	152483010	NM_004988
STRAP	12	16035641	16055912	NM_007178
C14orf1	14	76117897	76123845	NM_007176
ERLIN2	8	37595440	37611633	NM_007175
PRSS23	11	86518685	86519837	NM_007173
RHBDD3	22	29656048	29661615	NM_012265
TTLL1	22	43435781	43471592	NM_012263
HACL1	3	15602371	15642970	NM_012260
HEY2	6	126070922	126080948	NM_012259
HBP1	7	106809457	106841876	NM_012257
MYADML2	17	79898693	79899617	NM_001145113
PATL2	15	44958150	44968688	NM_001145112
MRC1	10	17851464	18199394	NM_002438
PLP2	X	49028347	49031043	NM_002668
PLN	6	118880084	118880243	NM_002667
PLGLB2	2	87243425	88053152	NM_002665
PLEK	2	68592483	68622948	NM_002664
MMP12	11	102733830	102745667	NM_002426
MMP7	11	102391506	102401431	NM_002423
MMP1	11	102661142	102668823	NM_002421
MGMT	10	131265479	131565261	NM_002412
SCGB2A2	11	62037688	62040467	NM_002411
MGAT5	2	135011974	135206418	NM_002410
ADARB2	10	1229132	1779344	NM_018702
FAM114A2	5	153372535	153414513	NM_018691
APOBR	16	28506002	28509826	NM_018690
KIAA1199	15	81166220	81241265	NM_018689
C4orf22	4	81256922	81884766	NM_001206997
NUP210L	1	153965310	154127520	NM_207308
IGJ	4	71522045	71532207	NM_144646
ARL5A	2	152659789	152684690	NM_012097
ACPL2	3	140979017	141012047	NM_152282
SGCD	5	155756586	156186401	NM_000337
SSTR4	20	23016120	23017287	NM_001052
PRRG2	19	50086476	50093646	NM_000951
SSTR3	22	37602585	37603842	NM_001051
LGALS14	19	40195168	40199953	NM_203471
LOC728392	17	5403916	5404276	NM_001162371
MAGEB3	X	30254041	30255082	NM_002365
PDZK1	1	145747043	145763623	NM_002614
MAD2L1	4	120981272	120987889	NM_002358
EPCAM	2	47596644	47613752	NM_002354
PDK4	7	95214952	95225605	NM_002612
PDGFRB	5	149495325	149516610	NM_002609
PDK1	2	173420878	173460697	NM_002610
EIF2S2	20	32677535	32699916	NM_003908
RPL27A	11	8704360	8707353	NM_000990
RPL27	17	41150767	41154937	NM_000988
RPL26	17	8280881	8285628	NM_000987
AAMP	2	219129255	219134809	NM_001087
MED26	19	16686837	16738754	NM_004831
HUS1	7	48004952	48019116	NM_004507
FOXA1	14	38060569	38064177	NM_004496
ABCG2	4	89013385	89061147	NM_004827
ZSWIM4	19	13906462	13941864	NM_023072
FAM47E-STBD1	4	77172899	77230326	NM_001242939
CCNT2	2	135676424	135712218	NM_058241
CHRD	3	184098106	184107210	NM_003741
CIDEC	3	9908817	9920476	NM_022094
RPS5	19	58899504	58906117	NM_001009
TTC4	1	55181581	55207186	NM_004623
TSN	2	122513355	122522943	NM_004622
ATP6V0C	16	2564104	2569746	NM_001694
HCRTR1	1	32084793	32092581	NM_001525
CD69	12	9906076	9913416	NM_001781
CD58	1	117057434	117113594	NM_001144822
CDKL4	2	39406306	39456673	NM_001009565
SLCO1B7	12	21168629	21243040	NM_001009562
FAM157B	9	141106636	141124256	NM_001145249
PCDHGB3	5	140749961	140890740	NM_018924
KIF13B	8	28928020	29120551	NM_015254
ALPK3	15	85360077	85411687	NM_020778
PLVAP	19	17463170	17488097	NM_031310
CDCA3	12	6958206	6960116	NM_031299
SCRT1	8	145556846	145559831	NM_031309
HSPA1B	6	31795727	31797653	NM_005346
ADRA1D	20	4202169	4229604	NM_000678
ATR	3	142168270	142297546	NM_001184
BMP3	4	81952438	81974690	NM_001201
NKX3-2	4	13543616	13546038	NM_001189
RYR2	1	237205821	237995947	NM_001035
CA3	8	86351138	86360382	NM_005181
MRPL39	21	26958018	26979787	NM_080794
APBA1	9	72046242	72132126	NM_001163
IGF1R	15	99192810	99500671	NM_000875
TPBGL	11	74952094	74953243	NM_001195528
MPC1L	X	40482817	40483228	NM_001195522
PPIAL4C	1	144363676	149553572	NM_001135789
OCM2	7	97614269	97619416	NM_006188
POLD1	19	50902108	50921204	NM_001256849
POLA2	11	65029763	65064740	NM_002689
POU4F3	5	145718675	145720007	NM_002700
SEPT5	22	19702111	19710007	NM_001009939
PNN	14	39644483	39651067	NM_002687
PNMT	17	37824728	37826642	NM_002686
EXOSC10	1	11126774	11159888	NM_001001998
PMP2	8	82355632	82359621	NM_002677
IER5	1	181058038	181059022	NM_016545
KPNA4	3	160219891	160283070	NM_002268
KPNA3	13	50275935	50366642	NM_002267
KPNA2	17	66033248	66042712	NM_002266
HLA-DQB1	6	32628012	32634384	NM_001243961
KPNA1	3	122145831	122215412	NM_002264
TPPP	5	665216	678175	NM_007030
PRRC2B	9	134305531	134371261	NM_013318
KLHDC7B	22	50986595	50988380	NM_138433
AFG3L2	18	12329563	12377081	NM_006796
EHD1	11	64621804	64645936	NM_006795
GPR75	2	54080270	54081893	NM_006794
AP3M2	8	42012205	42026579	NM_001134296
SF3A3	1	38423857	38455637	NM_006802
KDELR1	19	48886549	48894615	NM_006801
CLSPN	1	36202096	36235471	NM_022111
FLJ22184	19	7933918	7938574	NM_001190467
B3GNT4	12	122689165	122691935	NM_030765
FCRL2	1	157716525	157746863	NM_030764
IDE	10	94214200	94333776	NM_004969
SIM1	6	100838236	100911344	NM_005068
OPN4	10	88414540	88425508	NM_001030015
DLG5	10	79552197	79686278	NM_004747
FGF19	11	69514029	69518644	NM_005117
NKX2-4	20	21376548	21378037	NM_033176
B3GALT5	21	41032486	41033419	NM_033171
MTHFD1	14	64855145	64925021	NM_005956
GPR182	12	57388993	57390208	NM_007264
COPE	19	19010487	19030157	NM_007263
VPS45	1	150039914	150116974	NM_007259
LYPLA2	1	24119172	24121222	NM_007260
PNMA2	8	26365176	26366271	NM_007257
B4GALT7	5	177027211	177036696	NM_007255
PNKP	19	50364504	50370461	NM_007254
CYP4F8	19	15726427	15740168	NM_007253
KLF12	13	74269626	74569159	NM_007249
KLF8	X	56259767	56310927	NM_007250
TXNDC15	5	134210117	134235375	NM_024715
KATNBL1	15	34434539	34455877	NM_024713
ELMO3	16	67233070	67237780	NM_024712
ZNF444	19	56658280	56671570	NM_018337
DHRS7	14	60611683	60632027	NM_016029
NECAB2	16	84002253	84035951	NM_019065
SLC37A1	21	43938564	44000470	NM_018964
BARHL1	9	135458184	135464909	NM_020064
EML4	2	42396751	42557347	NM_019063
BARHL2	1	91177868	91182752	NM_020063
FOXF2	6	1390182	1395094	NM_001452
FOXF1	16	86544175	86546691	NM_001451
FHL2	2	105977739	106002973	NM_201555
NPHS1	19	36317415	36342739	NM_004646
ANKRD42	11	82905712	82959043	NM_182603
YIPF7	4	44624430	44653641	NM_182592
UBXN6	19	4445494	4457694	NM_025241
TFF1	21	43782587	43786604	NM_003225
FGF20	8	16850580	16859541	NM_019851
RAB17	2	238483661	238494797	NM_022449
CCDC71	3	49200237	49201641	NM_022903
HAPLN4	19	19368625	19373541	NM_023002
LRRC19	9	26995518	26999692	NM_022901
CASD1	7	94139396	94185070	NM_022900
IFI6	1	27992891	27995825	NM_022873
EMC7	15	34376534	34394040	NM_020154
CKMT1B	15	43886416	43891471	NM_020990
FAM124B	2	225244289	225266485	NM_024785
TANC1	2	159922422	160087523	NM_033394
ADAM20	14	70989293	70991624	NM_003814
GPR183	13	99947313	99948399	NM_004951
PTH2R	2	209271768	209358384	NM_005048
TAL1	1	47685391	47691560	NM_003189
BARX2	11	129245930	129321297	NM_003658
BCAS1	20	52561460	52675257	NM_003657
CRTAP	3	33155569	33183940	NM_006371
S100A7	1	153430281	153431489	NM_002963
TRPC6	11	101323685	101454234	NM_004621
TRAF6	11	36511387	36523065	NM_145803
TOP3A	17	18178115	18218092	NM_004618
NAMPT	7	105891528	105925330	NM_005746
ARIH1	15	72766980	72875633	NM_005744
KAT6A	8	41789722	41906495	NM_001099412
NR2F2	15	96869538	96880851	NM_021005
GPNMB	7	23286476	23313843	NM_001005340
TMEM252	9	71152174	71155730	NM_153237
GIMAP7	7	150217062	150217965	NM_153236
TXLNB	6	139563662	139610036	NM_153235
LIX1	5	96430451	96478280	NM_153234
EID2	19	40030008	40030719	NM_153232
TMEM92	17	48351862	48356669	NM_001168215
FBXO39	17	6683187	6690747	NM_153230
ANKFN1	17	54230870	54559908	NM_153228
SBSPON	8	73979575	74005302	NM_153225
CEP120	5	122682212	122758692	NM_153223
CILP2	19	19649158	19656825	NM_153221
ZNF524	19	56113478	56114273	NM_153219
LACC1	13	44455121	44464409	NM_001128303
TMEM174	5	72469070	72469992	NM_153217
LSMEM2	3	50316544	50324633	NM_153215
ARHGEF19	1	16525081	16535549	NM_153213
KIF19	17	72322488	72351451	NM_153209
IQCK	16	19729628	19867870	NM_153208
FBXL19	16	30936053	30958551	NM_001099784
PRM1	16	11374848	11375095	NM_002761
MYH9	22	36678713	36745281	NM_002473
MAP2K6	17	67411125	67537894	NM_002758
USP51	X	55513236	55515372	NM_201286
KIF24	9	34254377	34311344	NM_194313
FLOT1	6	30695892	30709966	NM_005803
SLC16A9	10	61412529	61444049	NM_194298
PSMB6	17	4699489	4701717	NM_001270481
PSMD11	17	30771541	30807649	NM_001270482
