gene	canonical	chrom	start	end
MMRN2	NM_024756	10	88695297	88717425
AGMAT	NM_024758	1	15898193	15911605
EHMT1	NM_024757	9	140513443	140730578
C12orf75	NM_001145199	12	105724413	105765296
ZNF423	NM_001271620	16	49524514	49891830
BASP1	NM_006317	5	17216931	17276954
SPATA31A6	NM_001145196	9	43624501	43630730
JTB	NM_006694	1	153946744	153950451
MGAT2	NM_002408	14	50087488	50090199
ANKRD33B	NM_001164440	5	10564434	10657928
TMEM212	NM_001164436	3	171561138	171577108
KRTAP21-3	NM_001164435	21	32090842	32091095
KRTAP22-2	NM_001164434	21	31962423	31962716
ARHGAP40	NM_001164431	20	37230576	37279295
LIN52	NM_001024674	14	74551655	74667117
SNTN	NM_001080537	3	63638343	63650891
TRAPPC6B	NM_001079537	14	39617014	39639634
KLLN	NM_001126049	10	89618917	89623194
SMIM4	NM_001124767	3	52570620	52574586
FRG2C	NM_001124759	3	75713486	75716368
FBRSL1	NM_001142641	12	133067156	133161773
GNG5	NM_005274	1	84964005	84972262
GNB2	NM_005273	7	100271362	100276792
ASF1B	NM_018154	19	14230320	14247440
RFPL4AL1	NM_001277397	19	56283170	56284545
POTEI	NM_001277406	2	131220388	131266808
ZNF730	NM_001277403	19	23299776	23330014
C19orf67	NM_001277378	19	14192443	14196607
COQ3	NM_017421	6	99817347	99842082
FAM76B	NM_144664	11	95502105	95522954
C11orf40	NM_144663	11	4592652	4599050
C10orf82	NM_144661	10	118423206	118429481
TCP10L	NM_144659	21	33947150	33957845
DOCK11	NM_144658	X	117629871	117820123
EPDR1	NM_017549	7	37960162	37991542
BMS1	NM_014753	10	43277953	43330385
OR6K6	NM_001005184	1	158724605	158725637
MEGF9	NM_001080497	9	123363195	123476765
NWD1	NM_001007525	19	16830786	16928774
PTPLAD2	NM_001010915	9	21006364	21031635
C10orf120	NM_001010912	10	124457224	124459338
ALYREF	NM_005782	17	79845710	79849462
LHFPL2	NM_005779	5	77781037	77944648
LHFP	NM_005780	13	39917028	40177356
RBM5	NM_005778	3	50126340	50156397
RBM6	NM_005777	3	49977476	50114685
COBLL1	NM_014900	2	165541257	165697928
DDX41	NM_016222	5	176938577	176943967
DDX55	NM_020936	12	124086671	124105482
USP37	NM_020935	2	219314973	219433084
PRR23C	NM_001134657	3	138760943	138763734
VMO1	NM_001144939	17	4688579	4689729
FNDC7	NM_001144937	1	109255555	109285367
KCNE2	NM_172201	21	35736322	35743440
NAP1L5	NM_153757	4	89617065	89619023
HTRA4	NM_153692	8	38831667	38846181
TMPRSS6	NM_153609	22	37461478	37499693
CMYA5	NM_153610	5	78985658	79096049
DDX24	NM_020414	14	94517267	94547558
MRPL47	NM_020409	3	179306254	179322434
ATP13A1	NM_020410	19	19756009	19774503
ANKRA2	NM_023039	5	72848024	72861511
ARMC5	NM_024742	16	31470316	31478488
C12orf49	NM_024738	12	117153595	117175843
RNF185	NM_152267	22	31556137	31603005
DDX43	NM_018665	6	74104284	74127289
GOLGA8B	NM_001023567	15	34817483	34828222
TMEM259	NM_001033026	19	1009649	1021141
PIGH	NM_004569	14	68056022	68067017
B3GNT2	NM_006577	2	62423261	62451866
AVIL	NM_006576	12	58191159	58209852
FCF1	NM_015962	14	75179849	75203390
MED31	NM_016060	17	6546632	6554954
PPIL1	NM_016059	6	36822605	36842800
CUTC	NM_015960	10	101491957	101515894
TPRKB	NM_016058	2	73956956	73964517
APIP	NM_015957	11	34903842	34937939
TMBIM4	NM_016056	12	66530716	66563807
NXF3	NM_022052	X	102330749	102348022
DPP9	NM_139159	19	4675243	4723855
GATA4	NM_002052	8	11561716	11617509
SLC22A2	NM_003058	6	160637793	160679963
CLEC11A	NM_002975	19	51226604	51228981
CLIC2	NM_001289	X	154505499	154563986
CLIC1	NM_001288	6	31698357	31704341
DIO3	NM_001362	14	102027687	102029789
OAZ2	NM_002537	15	64979772	64995462
SUCLG1	NM_003849	2	84650646	84686586
NMNAT2	NM_015039	1	183217371	183387634
MYBPC2	NM_004533	19	50936159	50969583
MLLT3	NM_004529	9	20344967	20622514
MGST3	NM_004528	1	165600109	165625372
MCM2	NM_004526	3	127317199	127341278
SLC6A5	NM_004211	11	20620945	20676610
CYP19A1	NM_031226	15	51500253	51630795
ABO	NM_020469	9	136130562	136150630
COMMD8	NM_017845	4	47452810	47465676
SLC48A1	NM_017842	12	48166966	48176536
SDHAF2	NM_017841	11	61197596	61214239
FBXO43	NM_001029860	8	101145587	101158099
KCTD21	NM_001029859	11	77882297	77899664
ZNF646	NM_014699	16	31085742	31094833
TMEM63A	NM_014698	1	226033232	226070420
DMP1	NM_004407	4	88571453	88585512
SLC10A5	NM_001010893	8	82605890	82607207
SRA1	NM_001035235	5	139929651	139937678
ZNF585B	NM_152279	19	37672480	37701451
TCEAL7	NM_152278	X	102585113	102587251
UBTD2	NM_152277	5	171636649	171710795
CHMP7	NM_152272	8	23101149	23119512
LONRF1	NM_152271	8	12579405	12612992
PARS2	NM_152268	1	55222570	55230226
C19orf40	NM_152266	19	33463147	33467960
ANGPTL7	NM_021146	1	11249345	11256038
ZNF439	NM_152262	19	11976843	11980306
C12orf23	NM_152261	12	107349543	107367813
TICRR	NM_152259	15	90118817	90171253
RPUSD2	NM_152260	15	40861536	40866661
DEFB106A	NM_152251	8	7340025	7686575
DEFB105A	NM_152250	8	7345242	7681360
CDC42EP1	NM_152243	22	37956470	37965410
PRKD3	NM_005813	2	37477645	37544222
TG	NM_003235	8	133879204	134147143
TGFA	NM_003236	2	70674411	70781147
PRG3	NM_006093	11	57144241	57148623
SPON1	NM_006108	11	13984183	14289679
PIAS3	NM_006099	1	145575987	145586546
RELB	NM_006509	19	45504706	45541456
LGALS2	NM_006498	22	37966252	37976024
EXT1	NM_000127	8	118811601	119124058
GBX1	NM_001098834	7	150845675	150864867
KIAA0947	NM_015325	5	5422785	5490347
NAGK	NM_017567	2	71295407	71305998
STAB2	NM_017564	12	103981068	104160502
LONP2	NM_031490	16	48278210	48387407
L3MBTL2	NM_031488	22	41601312	41627275
GRWD1	NM_031485	19	48949029	48957164
MARVELD1	NM_031484	10	99473464	99477909
DNAJC5	NM_025219	20	62526454	62567384
MTERFD3	NM_001033050	12	107371068	107380944
SLC25A18	NM_031481	22	18043182	18073647
RIOK1	NM_031480	6	7390061	7418270
INHBE	NM_031479	12	57849095	57851791
FAM57B	NM_031478	16	30035747	30042186
KRT73	NM_175068	12	53001353	53012343
C15orf61	NM_001143936	15	67813521	67819641
PNLIPRP2	NM_005396	10	118380464	118404654
PLXNB3	NM_001163257	X	153029650	153044801
RALA	NM_005402	7	39663151	39747723
PHF2	NM_005392	9	96338908	96441869
PTPN14	NM_005401	1	214522038	214725024
PDHA2	NM_005390	4	96761238	96762625
PRKCE	NM_005400	2	45879042	46415129
NAP1L3	NM_004538	X	92925924	92928682
MDFIC	NM_199072	7	114562208	114659970
ADAMTS3	NM_014243	4	73146685	73434516
ZDHHC2	NM_016353	8	17013835	17080241
RSAD1	NM_018346	17	48556189	48563336
TMEM144	NM_018342	4	159131400	159176439
C6orf70	NM_018341	6	170151720	170181617
RFK	NM_018339	9	79000432	79009444
AMY2B	NM_020978	1	104097321	104122149
SMG8	NM_018149	17	57287370	57292611
CHST6	NM_021615	16	75507021	75528926
TICAM2	NM_021649	5	114914338	114938176
ZNF500	NM_021646	16	4800814	4817166
UTP14C	NM_021645	13	52598826	52607736
TRIB2	NM_021643	2	12856997	12882858
LOC100996485	NM_001277348	5	134368969	134680370
PDHB	NM_000925	3	58413356	58419579
CAPN10	NM_023083	2	241526132	241538526
C8orf33	NM_023080	8	146277823	146281416
UBE2Z	NM_023079	17	46985730	47006422
PYCRL	NM_023078	8	144686082	144691784
ACSL4	NM_022977	X	108884563	108976621
SELRC1	NM_023077	1	53152013	53164038
ZNF649	NM_023074	19	52392487	52408305
C5orf42	NM_023073	5	37106329	37249530
GPR125	NM_145290	4	22388996	22517677
NKAIN4	NM_152864	20	61872135	61885892
C16orf11	NM_145270	16	610421	615529
AP3S1	NM_001284	5	115177618	115249778
SNRPD3	NM_004175	22	24951617	24968509
SLC9A3	NM_004174	5	473333	524549
SLC7A4	NM_004173	22	21383006	21386847
HS3ST1	NM_005114	4	11399987	11430537
GOLGA5	NM_005113	14	93260649	93306304
HSPG2	NM_005529	1	22148736	22263750
KRT16	NM_005557	17	39766030	39769079
DEFA3	NM_005217	8	6873390	6875816
CTLA4	NM_005214	2	204732510	204738683
KRT6B	NM_005555	12	52840434	52845910
KRT6A	NM_005554	12	52880957	52887181
FANCF	NM_022725	11	22644078	22647387
EIF5AL1	NM_001099692	10	81272356	81276192
ZNF250	NM_021061	8	146102335	146126846
PRKAB1	NM_006253	12	120105760	120119429
ALX3	NM_006492	1	110602996	110613322
ST3GAL6	NM_006100	3	98451079	98514689
MCAM	NM_006500	11	119179233	119187840
FAM189A2	NM_004816	9	71939487	72007370
ARHGAP29	NM_004815	1	94634462	94703307
SNRNP40	NM_004814	1	31732414	31769644
FIGF	NM_004469	X	15363712	15402535
LRP6	NM_002336	12	12268960	12419811
PAWR	NM_002583	12	79985744	80084790
PPP1R3D	NM_006242	20	58511886	58515352
PPP1R2	NM_006241	3	195241220	195270224
PPEF2	NM_006239	4	76781025	76823681
PRSS16	NM_005865	6	27215501	27224399
POU4F1	NM_006237	13	79173229	79177695
POU2AF1	NM_006235	11	111222980	111250157
POLR2J	NM_006234	7	102113547	102119381
POLR2I	NM_006233	19	36604610	36606206
POLR2H	NM_006232	3	184081193	184086363
POLE	NM_006231	12	133200347	133263945
HIF1AN	NM_017902	10	102295640	102313681
MBD3L1	NM_145208	19	8953268	8954016
SPATA5	NM_145207	4	123844224	124240604
VTI1A	NM_145206	10	114206755	114578504
CSNK1A1L	NM_145203	13	37677396	37679801
NAPRT1	NM_145201	8	144656954	144660513
CABP4	NM_145200	11	67222817	67229245
MAP2K7	NM_145185	19	7968764	7979363
DHRSX	NM_145177	X	2087554	2419015
SLC2A12	NM_145176	6	134308718	134373789
FAM84A	NM_145175	2	14772809	14780168
DNAJB7	NM_145174	22	41255553	41258130
DIRAS1	NM_145173	19	2714564	2721390
WDR63	NM_145172	1	85527992	85598821
WIF1	NM_007191	12	65444403	65515346
CDK14	NM_012395	7	90338711	90839904
ICMT	NM_012405	1	6281252	6296044
ANP32D	NM_012404	12	48866447	48866843
PFDN2	NM_012394	1	161070345	161087866
PFAS	NM_012393	17	8152595	8173809
MEP1A	NM_005588	6	46761093	46807519
MRPL51	NM_016497	12	6601315	6602471
ZCCHC17	NM_016505	1	31769841	31837780
RNF181	NM_016494	2	85822836	85824831
MRPL27	NM_016504	17	48445227	48450562
MRPL37	NM_016491	1	54665839	54684056
PBDC1	NM_016500	X	75392770	75398033
TMEM69	NM_016486	1	46153846	46160108
VTA1	NM_016485	6	142468409	142542085
PDZD11	NM_016484	X	69506210	69509798
PHF7	NM_016483	3	52444526	52457657
C9orf156	NM_016481	9	100666771	100684852
CSF1R	NM_005211	5	149432853	149492935
POLR2F	NM_021974	22	38349673	38365319
EGLN3	NM_022073	14	34393420	34420284
CCDC28B	NM_024296	1	32666201	32670991
C6orf106	NM_024294	6	34555065	34664625
FAM134A	NM_024293	2	220042938	220050197
ZSCAN5A	NM_024303	19	56732678	56739659
APOO	NM_024122	X	23851464	23926057
DHX58	NM_024119	17	40253421	40264751
NDUFAF5	NM_024120	20	13765671	13799067
TAF1D	NM_024116	11	93469095	93474703
TRIM48	NM_024114	11	55029657	55038595
OR10A3	NM_001003745	11	7960122	7961067
FAM86B1	NM_001083537	8	12039612	12051624
ACOX3	NM_003501	4	8368008	8442452
OPLAH	NM_017570	8	145106166	145115584
MAPK7	NM_139033	17	19281033	19286857
TNFAIP1	NM_021137	17	26662547	26674035
MRPL23	NM_021134	11	1968501	1977839
UTP3	NM_020368	4	71554195	71556268
PCNP	NM_020357	3	101293041	101313281
PPA1	NM_021129	10	71962585	71993190
PPIA	NM_021130	7	44836240	44842716
POLR2L	NM_021128	11	839720	842529
GAGE7	NM_021123	X	49216677	49223939
ADCY1	NM_021116	7	45614124	45762714
RAB1B	NM_030981	11	66036055	66044963
ISG20L2	NM_030980	1	156692412	156697705
LOC100287177	NM_001242348	19	46144904	46146092
WFDC10A	NM_080753	20	44258384	44259831
ZSWIM3	NM_080752	20	44486219	44507769
TMC2	NM_080751	20	2517252	2622430
ROMO1	NM_080748	20	34287231	34288902
FAM124A	NM_145019	13	51796469	51858377
PITRM1	NM_001242307	10	3179918	3215033
GSTP1	NM_000852	11	67351065	67354124
ENHO	NM_198573	9	34521039	34523037
NAT16	NM_198571	7	100813773	100823557
VWC2	NM_198570	7	49813256	49952138
TANGO2	NM_152906	22	20008630	20053447
C1orf158	NM_152290	1	12806162	12821102
ORAI3	NM_152288	16	30960404	30966259
OXSR1	NM_005109	3	38207025	38296979
CELA2B	NM_015849	1	15802595	15817895
C16orf91	NM_001272051	16	1469744	1470801
PTPN4	NM_002830	2	120517206	120742474
USP17L5	NM_001242329	4	9326890	9366447
USP17L26	NM_001242328	4	9326890	9366447
SMIM18	NM_001206847	8	30496116	30503469
KCNJ6	NM_002240	21	38996784	39288741
KCNA5	NM_002234	12	5153084	5155954
CD82	NM_002231	11	44587140	44641315
MFAP5	NM_003480	12	8798539	8815433
CUL5	NM_003478	11	107879407	107978488
CSRP3	NM_003476	11	19203576	19232118
STAM	NM_003473	10	17686123	17758821
SLC9A1	NM_003047	1	27425299	27481621
SRSF3	NM_003017	6	36562089	36572244
LRCH4	NM_002319	7	100171633	100183776
SLC35F1	NM_001029858	6	118228688	118638839
LOC100131094	NM_001242901	19	4679293	4685960
LOC100287036	NM_001242885	16	89387540	89391518
MIS12	NM_001258217	17	5389693	5394130
OR5H1	NM_001005338	3	97851541	97852483
DUSP27	NM_001080426	1	167064086	167098402
SNN	NM_003498	16	11762288	11773015
MAGOHB	NM_018048	12	10756363	10766208
MOCOS	NM_017947	18	33767479	33848685
IFNL3	NM_172139	19	39734271	39735611
ILDR2	NM_199351	1	166882440	166944561
C9orf50	NM_199350	9	132374503	132383055
PRAMEF13	NM_001024661	1	13447413	13452656
MSL1	NM_001012241	17	38278789	38293045
BTBD1	NM_025238	15	83685180	83736106
B9D2	NM_030578	19	41860321	41870078
WBSCR16	NM_030798	7	74456282	74489699
FAM49A	NM_030797	2	16730729	16847134
C1orf21	NM_030806	1	184356149	184598155
VOPP1	NM_030796	7	55538305	55640200
SLFN12L	NM_001195790	17	33801941	33814758
GALNT6	NM_007210	12	51745832	51785200
PRLH	NM_015893	2	238475216	238475818
UBR5	NM_015902	8	103264501	103424917
PADI3	NM_016233	1	17575592	17610727
IL1RL1	NM_003856	2	102927961	102968497
FMO4	NM_002022	1	171283485	171311223
DCTD	NM_001012732	4	183811243	183838630
FMO1	NM_002021	1	171217662	171255113
DUSP11	NM_003584	2	73989324	74007284
NCK2	NM_003581	2	106361519	106510730
LONRF2	NM_198461	2	100889752	100939195
DEFB115	NM_001037730	20	29845466	29847435
SPINK1	NM_003122	5	147204142	147211260
YARS	NM_003680	1	33240839	33283633
PIK3C2G	NM_004570	12	18414473	18801352
SLC9A2	NM_003048	2	103236165	103327809
HIBADH	NM_152740	7	27565058	27702620
ZBTB9	NM_152735	6	33422355	33425320
RGS16	NM_002928	1	182567757	182573548
SH3GL3	NM_003027	15	84116090	84287493
GRK5	NM_005308	10	120967196	121215131
ERAL1	NM_005702	17	27182042	27188072
IMMP1L	NM_144981	11	31453948	31531169
PRKX	NM_005044	X	3522383	3631675
DMWD	NM_004943	19	46286263	46296060
EPRS	NM_004446	1	220141941	220220000
RPS6KA3	NM_004586	X	20168028	20284750
RARRES3	NM_004585	11	63304272	63313930
RECQL5	NM_004259	17	73622924	73663269
FDX1L	NM_001031734	19	10420890	10426691
SCAPER	NM_001145923	15	76640526	77176217
LRRC58	NM_001099678	3	120043575	120068186
TIAM1	NM_003253	21	32490735	32931290
GJB2	NM_004004	13	20761603	20767114
ZNF259	NM_003904	11	116649275	116658739
ACTL7B	NM_006686	9	111616868	111618275
C11orf85	NM_001037225	11	64705928	64727609
LOC286238	NM_001100111	9	91262093	91267075
ARHGEF40	NM_018071	14	21538526	21558036
PVALB	NM_002854	22	37196744	37215517
RAD1	NM_002853	5	34905365	34915780
ZNF618	NM_133374	9	116638561	116818875
PLCD3	NM_133373	17	43189007	43209891
CCDC88C	NM_001080414	14	91737666	91884188
TRAPPC5	NM_174894	19	7745706	7747748
SIKE1	NM_001102396	1	115312104	115323308
TTI2	NM_025115	8	33356026	33370703
KIAA1407	NM_020817	3	113682983	113775460
FAM160A1	NM_001109977	4	152330397	152584784
ARIH2OS	NM_001123040	3	48955220	48956818
ZCWPW2	NM_001040432	3	28431986	28566632
COA3	NM_001040431	17	40949635	40950743
PCDH17	NM_001040429	13	58205788	58303065
PRSS41	NM_001135086	16	2848485	2855133
INHBC	NM_005538	12	57828542	57844609
HECW1	NM_015052	7	43152197	43602938
BAHD1	NM_014952	15	40733410	40760441
TRAK2	NM_015049	2	202241929	202316319
FTSJD2	NM_015050	6	37400906	37449284
MYLPF	NM_013292	16	30386122	30389310
CPSF1	NM_013291	8	145618445	145634733
MACROD1	NM_014067	11	63766029	63933585
ASTE1	NM_014065	3	130732720	130745646
NTMT1	NM_014064	9	132388434	132397879
NOB1	NM_014062	16	69775756	69788871
MAGEH1	NM_014061	X	55478537	55479999
C22orf39	NM_173793	22	19428409	19435755
GALNT18	NM_198516	11	11292420	11643561
MAP1LC3C	NM_001004343	1	242158791	242162385
FCGR1B	NM_001017986	1	120926127	120935944
GPR179	NM_001004334	17	36481492	36499693
ZC3HAV1L	NM_080660	7	138710451	138720775
DAO	NM_001917	12	109273856	109294710
MTA2	NM_004739	11	62360674	62369312
CAMK1D	NM_153498	10	12391582	12871733
FDCSP	NM_152997	4	71091787	71100968
RC3H1	NM_172071	1	173900351	173962210
UBR3	NM_172070	2	170684017	170940639
RABEP2	NM_024816	16	28915741	28936532
PPP1R3B	NM_001201329	8	8993763	9009152
PXMP4	NM_007238	20	32290549	32308136
OR10T2	NM_001004475	1	158368311	158369256
OR10S1	NM_001004474	11	123847402	123848398
OR6C74	NM_001005490	12	55641071	55642010
CDS2	NM_003818	20	5107406	5178533
LGALS13	NM_013268	19	40093168	40098114
GLS2	NM_013267	12	56864735	56882181
VPS51	NM_013265	11	64863586	64879332
OR5T3	NM_001004747	11	56019675	56020698
SPRR2F	NM_001014450	1	153084612	153085989
LIPM	NM_001128215	10	90562486	90580303
PIGZ	NM_025163	3	196673213	196695704
C17orf70	NM_025161	17	79506910	79519429
CXorf21	NM_025159	X	30576940	30596033
SPATA20	NM_001258373	17	48624449	48633213
PATE1	NM_138294	11	125616187	125619743
PYGO2	NM_138300	1	154929501	154934258
ACTRT1	NM_138289	X	127184940	127186382
SPTSSA	NM_138288	14	34902143	34931468
DTX3L	NM_138287	3	122283184	122294049
ZNF681	NM_138286	19	23921996	23941693
NUP35	NM_138285	2	183989082	184026408
CSTL1	NM_138283	20	23420321	23425567
PDCD1LG2	NM_025239	9	5510544	5571282
RAB8A	NM_005370	19	16222489	16244445
DCTN2	NM_001261412	12	57923832	57941114
CHERP	NM_006387	19	16628699	16653263
FOXD3	NM_012183	1	63788729	63790797
ERCC6	NM_000124	10	50662525	50747169
MYH7	NM_000257	14	23881946	23904870
SH2D1A	NM_002351	X	123480131	123507010
HSPA4	NM_002154	5	132387661	132440709
LY75	NM_002349	2	160659867	160761267
CUZD1	NM_022034	10	124591670	124605691
EXOC8	NM_175876	1	231468481	231473578
RPUSD1	NM_058192	16	834973	838383
PNPT1	NM_033109	2	55861197	55921045
FAM207A	NM_058190	21	46359954	46396888
EVA1C	NM_058187	21	33784751	33887697
FAM3B	NM_058186	21	42688660	42729654
SMIM11	NM_058182	21	35747748	35761452
C21orf58	NM_058180	21	47721046	47743785
KRTAP16-1	NM_001146182	17	39463951	39465505
TCF15	NM_004609	20	584636	590910
SREBF2	NM_004599	22	42229105	42302375
TCP10	NM_004610	6	167786576	167797998
TBX6	NM_004608	16	30097114	30103205
PIP4K2A	NM_005028	10	22823765	23003503
SLC18A3	NM_003055	10	50818346	50820766
RAB12	NM_001025300	18	8609442	8639380
CACUL1	NM_153810	10	120440493	120514758
GPR111	NM_153839	6	47624325	47665533
KLHDC1	NM_172193	14	50159822	50219870
RGS7BP	NM_001029875	5	63801773	63908121
TNNI1	NM_003281	1	201372894	201390874
TNNC2	NM_003279	20	44451854	44455953
POM121	NM_001257190	7	72349935	72421979
TRIM39	NM_172016	6	30294620	30311506
PHKG1	NM_001258459	7	56147975	56160689
CLEC19A	NM_001256720	16	19297104	19322269
CLDN25	NM_001101389	11	113650517	113651207
CCM2	NM_031443	7	45039786	45116069
CMSS1	NM_032359	3	99536677	99897476
UNC5C	NM_003728	4	96083655	96470361
HSD17B6	NM_003725	12	57157107	57181574
PSMG1	NM_003720	21	40547371	40555440
GUCD1	NM_031444	22	24936405	24951275
TMEM47	NM_031442	X	34645180	34675405
SLX4	NM_032444	16	3631183	3661585
CARD16	NM_052889	11	104912052	104916051
LOC100130539	NM_001258000	10	44788197	44790097
C9orf62	NM_173520	9	138235094	138238404
USP17L13	NM_001256855	4	9226621	9228214
MTCP1	NM_001018025	X	154292308	154299547
LRIT2	NM_001017924	10	85980248	85985284
CMC4	NM_001018024	X	154289899	154299547
C14orf28	NM_001017923	14	45366506	45376460
HNRNPUL2	NM_001079559	11	62480096	62494857
C1QTNF1	NM_030968	17	77019015	77045870
LRRK2	NM_198578	12	40618812	40763086
TMEM191C	NM_001207052	22	21821458	21824224
ELP2	NM_001242875	18	33709836	33754688
PAGE2B	NM_001015038	X	55101488	55105336
DYNLT1	NM_006519	6	159057506	159065804
SLC2A1	NM_006516	1	43391045	43424847
SCN10A	NM_006514	3	38738836	38835501
XPO4	NM_022459	13	21351467	21476913
LMBR1	NM_022458	7	156473569	156685902
USP17L22	NM_001256863	4	9259849	9270937
C7orf55-LUC7L2	NM_001244584	7	139025877	139108203
USP22	NM_015276	17	20902905	20946352
KIAA1033	NM_015275	12	105501491	105562906
ZNF275	NM_001080485	X	152599612	152618384
KIAA1751	NM_001080484	1	1884751	1935276
TMEM8C	NM_001080483	9	136379707	136390068
RBMXL3	NM_001145346	X	114423962	114427431
USP45	NM_001080481	6	99880183	99963252
GCN1L1	NM_006836	12	120565013	120632513
CDC42BPG	NM_017525	11	64591661	64612041
DPPA4	NM_018189	3	109044987	109056419
SNTG2	NM_018968	2	946553	1371384
HCN1	NM_021072	5	45255051	45696220
OARD1	NM_145063	6	41034530	41040188
CRLF1	NM_004750	19	18704034	18717660
RAD50	NM_005732	5	131892615	131980313
OR5D13	NM_001001967	11	55540913	55541858
HCN3	NM_020897	1	155247217	155259639
POLE4	NM_019896	2	75185774	75196859
RDH14	NM_020905	2	18735988	18741959
SPATA16	NM_031955	3	172607146	172859058
CEP135	NM_025009	4	56814973	56899529
KRTAP19-4	NM_181610	21	31869173	31869428
KRTAP19-2	NM_181608	21	31859508	31859667
SCCPDH	NM_016002	1	246887377	246931440
UTP18	NM_016001	17	49337896	49375292
KRTAP19-1	NM_181607	21	31852363	31852636
METRN	NM_024042	16	765172	767480
RASL11B	NM_023940	4	53728494	53733002
USP26	NM_031907	X	132159506	132162300
ARHGEF35	NM_001003702	7	143883175	143892791
ZMAT5	NM_019103	22	30126944	30162969
UQCR10	NM_001003684	22	30163357	30166402
ITM2B	NM_021999	13	48807273	48836232
ZNF711	NM_021998	X	84498996	84528368
GPSM3	NM_001276501	6	32158542	32163300
CHP2	NM_022097	16	23765947	23770256
ZNF335	NM_022095	20	44577291	44600833
ZNF277	NM_021994	7	111846642	111983989
PCIF1	NM_022104	20	44563316	44576662
DCAF4L1	NM_001029955	4	41983712	41988484
OR5M8	NM_001005282	11	56257910	56258846
OR6B1	NM_001005281	7	143701089	143702025
RAB41	NM_001032726	X	69502021	69504852
OR5C1	NM_001001923	9	125551211	125552174
PRSS58	NM_001001317	7	141951957	141957878
NACC2	NM_144653	9	138898382	138987131
PXDNL	NM_144651	8	52232136	52722005
ADHFE1	NM_144650	8	67344717	67381044
LRGUK	NM_144648	7	133812104	133948933
OR6B2	NM_001005853	2	240968907	240969846
ARL6IP4	NM_001002252	12	123464879	123467460
CTTNBP2NL	NM_018704	1	112938799	113003786
