Chromosome	Start	End	Gene	Canonical
16	3382084	3401004	ZSCAN32	NM_001324340
16	3283490	3291459	ZNF263	NM_005741
16	3305483	3318576	ZNF75A	NM_001352498
16	3355888	3357306	OR2C1	NM_012368
16	3443679	3486953	NAA60	NM_001083601
16	3493483	3496652	C16orf90	NM_001353382
16	3432413	3443504	ZNF597	NM_152457
16	3652938	3658095	DNASE1	NM_005223
16	3581182	3611606	SLX4	NM_032444
16	3539035	3577403	NLRC3	NM_178844
16	4257185	4273023	TFAP4	NM_003223
16	4354541	4416596	CORO7	NM_024535
16	4340250	4416596	CORO7-PAM16	NM_001201479
16	4340250	4351321	PAM16	NM_016069
16	4371847	4383538	VASN	NM_138440
16	4495818	4510347	HMOX2	NM_001286270
16	4510669	4538429	CDIP1	NM_001199054
16	4461679	4476337	NMRAL1	NM_001351994
16	4608883	4614888	UBALD1	NM_145253
16	4624823	4690974	MGRN1	NM_001142290
16	4693692	4695859	NUDT16L1	NM_001193452
16	4777605	4788345	SEPTIN12	NM_144605
16	4803202	4847288	GLYR1	NM_032569
16	4796967	4802633	ROGDI	NM_024589
16	4748238	4767162	ZNF500	NM_021646
16	4788396	4796491	SMIM22	NM_001253790
16	4734536	4749396	C16orf71	NM_139170
16	4882506	4937148	PPL	NM_002705
16	5084283	5097795	EEF2KMT	NM_201400
16	5071842	5087379	ALG1	NM_019109
16	5044121	5066145	C16orf89	NM_152459
16	5024843	5033935	NAGPA	NM_016256
16	8569499	8590511	TMEM114	NM_001290097
16	8621697	8649639	METTL22	NM_024109
16	8852941	8868401	CARHSP1	NM_001042476
16	8797838	8849325	PMM2	NM_000303
16	8795179	8797639	TMEM186	NM_015421
16	9091643	9121635	C16orf72	NM_014117
16	10386060	10483638	ATF7IP2	NM_001352120
16	10528421	10580598	EMP2	NM_001424
16	10627500	10694930	TEKT5	NM_144674
16	10766674	10818794	TVP23A	NM_001318873
16	10928890	10942468	DEXI	NM_014015
16	11254416	11256182	SOCS1	NM_003745
16	11267856	11269325	TNP2	NM_005425
16	11345458	11351760	RMI2	NM_152308
16	11275638	11276480	PRM2	NM_001286359
16	11273198	11273629	PRM3	NM_021247
16	11280840	11281330	PRM1	NM_002761
16	11547721	11586373	LITAF	NM_004862
16	11679084	11742857	TXNDC11	NM_001303447
16	11668454	11679152	SNN	NM_003498
16	11868127	11916654	GSPT1	NM_001130007
16	11833849	11851542	RSL1D1	NM_015659
16	11965209	11968068	TNFRSF17	NM_001192
16	13920153	13952348	ERCC4	NM_005236
16	14632950	14669236	BFAR	NM_016561
16	14711688	14726338	NPIPA3	NM_001277323
16	14711688	14726328	NPIPA2	NM_001277324
16	14833720	14896157	NOMO1	NM_014287
16	15037857	15056074	NTAN1	NM_173474
16	15395753	15413271	MPV17L	NM_001128423
16	15363623	15378294	NPIPA5	NM_001351200
16	15643381	15726351	NDE1	NM_001143979
16	15865718	15888603	CEP20	NM_001304499
16	16149564	16223471	ABCC6	NM_001351800
16	18781294	18790334	RPS15A	NM_001019
16	18791666	18801370	ARL6IP1	NM_001313858
16	19068646	19080095	COQ7	NM_001370489
16	19113963	19121628	ITPRIPL2	NM_001034841
16	19285730	19310947	CLEC19A	NM_001256720
16	19410734	19499112	TMC5	NM_001105248
16	19501692	19522098	GDE1	NM_016641
16	19701936	19718227	KNOP1	NM_001348531
16	19856690	19884848	GPRC5B	NM_016235
16	20333050	20352715	UMOD	NM_001378233
16	20409533	20441336	ACSM5	NM_017888
16	20359174	20404737	PDILT	NM_174924
16	20451520	20487669	ACSM2A	NM_001308954
16	20536230	20576367	ACSM2B	NM_182617
16	20623236	20697788	ACSM1	NM_001318890
16	20733665	20741818	THUMPD1	NM_017736
16	20796340	20806472	ERI2	NM_001142725
16	20764013	20797581	ACSM3	NM_005622
16	20901041	20925006	LYRM1	NM_001369642
16	20854924	20900358	DCUN1D3	NM_173475
16	21197451	21214510	ZP2	NM_003460
16	21158673	21180616	TMEM159	NM_020422
16	21258520	21303062	CRYM	NM_001888
16	21233698	21253850	ANKS4B	NM_145865
16	21834562	21857658	NPIPB3	NM_130464
16	21639550	21652608	IGSF6	NM_005849
16	21834582	21857657	NPIPB5	NM_001135865
16	21834582	21857756	NPIPB4	NM_001384982
16	21953360	21983660	UQCRC2	NM_003366
16	21983864	22001116	PDZD9	NM_001370530
16	22162530	22190444	SDR42E2	NM_001365288
16	22345935	22374619	CDR2	NM_001802
16	22297408	22335096	POLR3E	NM_018119
16	22814161	22916338	HS3ST2	NM_006043
16	23388492	23453189	COG7	NM_153603
16	23520753	23557350	EARS2	NM_001083614
16	23557726	23574389	UBFD1	NM_019116
16	23463541	23510494	GGA2	NM_015044
16	23678888	23690367	PLK1	NM_005030
16	23641465	23677472	DCTN5	NM_032486
16	23690309	23713222	ERN2	NM_033266
16	23603164	23641310	PALB2	NM_024675
16	23755025	23758935	CHP2	NM_022097
16	24256334	24362412	CACNG3	NM_006539
16	24539565	24572862	RBBP6	NM_006910
16	24919390	25015369	ARHGAP17	NM_001006634
16	25216946	25228932	AQP8	NM_001169
16	25236000	25257845	ZKSCAN2	NM_001012981
16	27066926	27069166	C16orf82	NM_001145545
16	27203974	27221768	KDM8	NM_001145348
16	27313973	27364778	IL4R	NM_001257407
16	27402173	27452042	IL21R	NM_181079
16	28379581	28403885	EIF3CL	NM_001317856
16	28342517	28362860	NPIPB6	NM_001282524
16	28475350	28492074	CLN3	NM_001286110
16	28494642	28498964	APOBR	NM_018690
16	28532707	28538974	NUPR1	NM_001042483
16	28499361	28506834	IL27	NM_145659
16	28591942	28596480	SULT1A2	NM_177528
16	28638360	28658630	NPIPB8	NM_001310136
16	28605586	28609328	SULT1A1	NM_177534
16	28752434	28772823	NPIPB9	NM_001287251
16	28842410	28846348	TUFM	NM_003321
16	28863992	28874213	SH2B1	NM_015503
16	28878487	28904511	ATP2A1	NM_173201
16	28950996	28966446	NFATC2IP	NM_032815
16	28904420	28925238	RABEP2	NM_024816
16	28931970	28939342	CD19	NM_001178098
16	28985051	28990784	LAT	NM_014387
16	28974777	28984543	SPNS1	NM_032038
16	29442904	29454964	BOLA2-SMG1P6	NM_001320627
16	29453589	29454324	BOLA2B	NM_001039182
16	29459912	29464963	SULT1A3	NM_177552
16	29453587	29454964	BOLA2	NM_001031827
16	29454500	29458219	SLX1B	NM_024044
16	29459912	29464966	SULT1A4	NM_001017390
16	29454532	29458219	SLX1A	NM_001014999
16	29381317	29404545	NPIPB11	NM_001310137
16	29662949	29670872	SPN	NM_001030288
16	29679179	29698699	QPRT	NM_014298
16	29742464	29745990	C16orf54	NM_175900
16	29820393	29848039	MVP	NM_017458
16	29806528	29811164	MAZ	NM_001042539
16	29812192	29815881	PRRT2	NM_001256443
16	29790967	29805385	KIF22	NM_001256270
16	29858356	29863226	CDIPT	NM_006319
16	29778255	29782973	ZG16	NM_152338
16	29816151	29822489	PAGR1	NM_024516
16	29900487	29906056	ASPHD1	NM_181718
16	29973867	29988393	TAOK2	NM_016151
16	29996240	30005791	INO80E	NM_001304563
16	30005513	30013596	DOC2A	NM_001282062
16	29962078	29973048	TMEM219	NM_001369688
16	29992329	29995617	HIRIP3	NM_003609
16	29906339	29926226	KCTD13	NM_178863
16	30075993	30085376	PPP4C	NM_001303506
16	30092313	30096213	YPEL3	NM_031477
16	30024426	30031271	TLCD3B	NM_031478
16	30104809	30113537	GDPD3	NM_024307
16	30065759	30070414	ALDOA	NM_001243177
16	30085793	30091924	TBX6	NM_004608
16	30114104	30123220	MAPK3	NM_002746
16	30053150	30070414	LOC112694756	NM_001365307
16	30023197	30024704	C16orf92	NM_001109660
16	30183409	30189076	CORO1A	NM_001193333
16	30222734	30248413	NPIPB13	NM_001321892
16	30378134	30382815	SEPTIN1	NM_052838
16	30395419	30400108	ZNF48	NM_152652
16	30370933	30377991	MYLPF	NM_001324459
16	30350765	30354934	CD2BP2	NM_001243646
16	30357101	30370494	TBC1D10B	NM_015527
16	30423614	30430030	DCTPP1	NM_024096
16	30530366	30534970	ZNF747	NM_023931
16	30472741	30523185	ITGAL	NM_002209
16	30443630	30445874	SEPHS2	NM_012248
16	30524004	30526566	ZNF768	NM_024671
16	30553763	30558374	ZNF764	NM_033410
16	30658430	30670810	FBRS	NM_001105079
16	30650959	30656413	PRR14	NM_024031
16	30569700	30572407	ZNF688	NM_145271
16	30580670	30585697	ZNF785	NM_152458
16	30602557	30610389	ZNF689	NM_138447
16	30740641	30745196	TMEM265	NM_001256829
16	30757422	30762062	CCDC189	NM_001014979
16	30778455	30787205	ZNF629	NM_001345970
16	30761611	30776307	RNF40	NM_001207033
16	30697706	30698471	LOC730183	NM_001256932
16	30748424	30761176	PHKG2	NM_000294
16	30699170	30741409	SRCAP	NM_006662
16	30833625	30894077	BCL7C	NM_001286526
16	30896613	30903560	CTF1	NM_001142544
16	30949067	30954938	ORAI3	NM_152288
16	30985206	30989147	HSD3B7	NM_001142777
16	31033490	31040167	STX4	NM_001272095
16	30957753	30984662	SETD1A	NM_014712
16	30989255	31010638	STX1B	NM_052874
16	31180109	31194871	FUS	NM_001170634
16	31108385	31112791	BCKDK	NM_001122957
16	31090841	31094999	VKORC1	NM_001311311
16	31074421	31084196	ZNF646	NM_014699
16	31131432	31135727	PRSS8	NM_002773
16	31138925	31150066	PRSS36	NM_173502
16	31083423	31088809	PRSS53	NM_001039503
16	31117663	31131359	KAT8	NM_182958
16	31201485	31202760	PYCARD	NM_013258
16	31214118	31231537	TRIM72	NM_001008274
16	31215961	31217135	PYDC1	NM_152901
16	31355175	31382999	ITGAX	NM_000887
16	31427730	31428360	COX6A2	NM_005205
16	31393334	31426505	ITGAD	NM_001318185
16	31435433	31442789	ZNF843	NM_001136509
16	31483122	31490769	SLC5A2	NM_003041
16	31458995	31467167	ARMC5	NM_024742
16	31472151	31477958	TGFB1I1	NM_001042454
16	31527899	31528803	AHSP	NM_016633
16	31489474	31508391	RUSF1	NM_022744
16	31807584	31808853	VN1R3	NM_174980
16	31873806	31917357	ZNF267	NM_001265588
16	32253323	32255928	TP53TG3D	NM_001243722
16	32673527	32676129	TP53TG3	NM_016212
16	32673518	32676127	LOC102723655	NM_001368237
16	32673527	32676109	TP53TG3F	NM_001330066
16	32673527	32676129	TP53TG3B	NM_001099687
16	32674087	32676127	TP53TG3C	NM_001205259
16	32673523	32676110	TP53TG3E	NM_001330061
16	46578592	46621379	SHCBP1	NM_024745
16	46702281	46748344	MYLK3	NM_182493
16	46689658	46698394	ORC6	NM_014321
16	46796602	46831180	C16orf87	NM_001001436
16	46955361	46973674	DNAJA2	NM_005880
16	47077702	47143945	NETO2	NM_018092
16	48244299	48357349	LONP2	NM_031490
16	48538725	48610180	N4BP1	NM_153029
16	49277917	49281838	CBLN1	NM_004352
16	49373803	49399431	C16orf78	NM_144602
16	50025205	50037088	CNEP1R1	NM_153261
16	50266550	50318134	ADCY7	NM_001114
16	50666299	50681312	SNX20	NM_153337
16	50742414	50801935	CYLD	NM_001378750
16	51135974	51150597	SALL1	NM_001127892
16	52436416	52547143	TOX3	NM_001080430
16	53365391	53371212	LOC643802	NM_001347693
16	53491039	53503304	AKTIP	NM_001012398
16	54283303	54286787	IRX3	NM_024336
16	54930864	54934483	IRX5	NM_005853
16	55324202	55330756	IRX6	NM_024335
16	55479197	55506691	MMP2	NM_004530
16	55566683	55567684	CAPNS2	NM_032330
16	55802851	55833096	CES1	NM_001025195
16	55846153	55956031	CES5A	NM_001190158
16	56451553	56479102	OGFOD1	NM_001324360
16	56361451	56425545	AMFR	NM_001323512
16	56429132	56451332	NUDT21	NM_007006
16	56589527	56591085	MT3	NM_005954
16	56608583	56609497	MT2A	NM_005953
16	56565072	56568957	MT4	NM_032935
16	56682469	56684196	MT1X	NM_005952
16	56669813	56671129	MT1H	NM_005951
16	56657942	56659303	MT1F	NM_001301272
16	56666729	56668065	MT1G	NM_001301267
16	56625780	56627112	MT1E	NM_001363555
16	56651885	56653204	MT1B	NM_005947
16	56638665	56640087	MT1A	NM_005946
16	56632658	56633981	MT1M	NM_176870
16	56932141	56944864	HERPUD1	NM_014685
16	56961949	56983845	CETP	NM_000078
16	57152465	57182550	PSME3IP1	NM_001354103
16	57186328	57240469	RSPRY1	NM_001305163
16	57245258	57253635	ARL2BP	NM_012106
16	57372489	57385044	CX3CL1	NM_002996
16	57358782	57366189	CCL22	NM_002990
16	57512180	57536571	CCDC102A	NM_033212
16	57428168	57447528	CIAPIN1	NM_001308347
16	57447478	57461270	COQ9	NM_020312
16	57471921	57486493	DOK4	NM_001369618
16	57462678	57472009	POLR2C	NM_032940
16	57628629	57665567	ADGRG1	NM_001145772
16	57542642	57577188	ADGRG5	NM_153837
16	57694805	57731805	DRC7	NM_001289162
16	57735769	57757244	KATNB1	NM_005886
16	57810636	57816927	LOC388282	NM_001278081
16	57976543	57988113	TEPP	NM_199046
16	58001406	58013558	USB1	NM_001204911
16	58025753	58046900	MMP15	NM_002428
16	57994675	58000672	ZNF319	NM_020807
16	58113592	58129381	CFAP20	NM_013242
16	58249935	58283830	CCDC113	NM_014157
16	58279996	58295047	PRSS54	NM_001080492
16	58392470	58406147	GINS3	NM_001126129
16	58464800	58513619	NDRG4	NM_001378340
16	58515516	58523842	SETD6	NM_001160305
16	58665108	58684331	SLC38A7	NM_001369611
16	66366690	66404784	CDH5	NM_001795
16	66508002	66550122	TK2	NM_001272050
16	66552562	66566287	CKLF	NM_181641
16	66566438	66579135	CMTM1	NM_052999
16	66552575	66579135	CKLF-CMTM1	NM_001204099
16	66603995	66613892	CMTM3	NM_144601
16	66614749	66696743	CMTM4	NM_181521
16	66802877	66830976	NAE1	NM_001018159
16	66720892	66751828	DYNC1LI2	NM_001323955
16	66754639	66801584	TERB1	NM_001136505
16	66961265	66975149	CES3	NM_024922
16	66934470	66945091	CES2	NM_003869
16	66932064	66934402	CIAO2B	NM_016062
16	66921678	66925536	RRAD	NM_001128850
16	66880514	66891099	PDP2	NM_001329933
16	66908121	66918885	CDH16	NM_004062
16	66988588	67010417	CES4A	NM_001364782
16	67029148	67101055	CBFB	NM_001755
16	67109940	67148544	C16orf70	NM_025187
16	67207138	67226802	LRRC29	NM_001365158
16	67163760	67169941	HSF4	NM_001040667
16	67175598	67183963	KIAA0895L	NM_001369682
16	67227129	67229278	TMEM208	NM_001318217
16	67170537	67175723	NOL3	NM_001276312
16	67148103	67150998	B3GNT9	NM_033309
16	67154185	67159909	TRADD	NM_001323552
16	67159956	67164174	FBXL8	NM_018378
16	67192154	67198918	E2F4	NM_001950
16	67199130	67204004	ELMO3	NM_024712
16	67184378	67190136	EXOC3L1	NM_178516
16	67248978	67272191	SLC9A5	NM_004594
16	67278161	67289480	PLEKHG4	NM_001129727
16	67289431	67326741	KCTD19	NM_001100915
16	67389808	67393498	TPPP3	NM_016140
16	67431120	67437551	HSD11B2	NM_000196
16	67394151	67416477	ZDHHC1	NM_013304
16	67438018	67481157	ATP6V0D1	NM_004691
16	67482570	67483547	AGRP	NM_001138
16	67529388	67546786	RIPOR1	NM_001193523
16	67660959	67662774	PARD6A	NM_016948
16	67645143	67657569	CARMIL2	NM_001013838
16	67657511	67660260	ACD	NM_001082486
16	67666813	67668754	C16orf86	NM_001012984
16	67680435	67719316	GFOD2	NM_001243650
16	67662944	67666750	ENKD1	NM_032140
16	67847191	67872566	NUTF2	NM_001322041
16	67873051	67884497	EDC4	NM_014329
16	67884884	67886368	NRN1L	NM_198443
16	67806888	67828068	TSNAXIP1	NM_018430
16	67828156	67847693	CENPT	NM_025082
16	67842319	67844195	THAP11	NM_020457
16	67939749	67944120	LCAT	NM_000229
16	67929573	67931862	CTRL	NM_001907
16	67943473	67968637	SLC12A4	NM_005072
16	67987389	67993394	DPEP2	NM_001369657
16	67934506	67936850	PSMB10	NM_002801
16	68020918	68023232	DDX28	NM_018380
16	67975662	67980499	DPEP3	NM_001370198
16	68013435	68015911	DPEP2NB	NM_001282442
16	68229032	68236127	ESRP2	NM_001365264
16	68245372	68261058	PLA2G15	NM_012320
16	68311018	68358584	PRMT7	NM_019023
16	68298033	68310946	SLC7A6OS	NM_032178
16	69107539	69117667	HAS3	NM_005329
16	69118009	69132588	CHTF8	NM_001039690
16	69118008	69132588	DERPC	NM_001040144
16	69132595	69169034	UTP4	NM_001318391
16	69311349	69326939	VPS4A	NM_013245
16	69326912	69330588	PDF	NM_022341
16	69339511	69343110	NIP7	NM_001199434
16	69355566	69386007	TERF2	NM_005652
16	69424618	69466264	CYB5B	NM_030579
16	69343252	69351786	TMED6	NM_144676
16	69709400	69726560	NQO1	NM_000903
16	69741870	69754926	NOB1	NM_014062
16	69951112	69963986	CLEC18A	NM_001370523
16	70246777	70251940	EXOSC6	NM_058219
16	70173786	70186895	CLEC18C	NM_173619
16	70294776	70335279	DDX19B	NM_001257173
16	70346828	70373383	DDX19A	NM_001320526
16	70454594	70480274	FCSK	NM_145059
16	70523815	70577668	SF3B3	NM_012426
16	70661203	70686053	MTSS2	NM_138383
16	71281392	71289402	CMTR2	NM_001099642
16	71358722	71390433	CALB2	NM_001740
16	71447599	71462247	ZNF23	NM_001381969
16	71526425	71538748	CHST4	NM_001166395
16	71473582	71489324	ZNF19	NM_006961
16	71626183	71636465	MARVELD3	NM_052858
16	71565659	71577092	TAT	NM_000353
16	71729001	71808834	AP1G1	NM_001030007
16	71895530	71931196	IST1	NM_001270975
16	71859684	71884182	ZNF821	NM_001376298
16	71845975	71857328	ATXN1L	NM_001137675
16	72054504	72061055	HP	NM_005143
16	72008743	72027659	DHODH	NM_001361
16	72063225	72077245	HPR	NM_001384360
16	72119096	72172450	PMFBP1	NM_001160213
16	72093846	72112912	DHX38	NM_014003
16	74296813	74306288	PSMD7	NM_002811
16	74377951	74392114	NPIPB15	NM_001306094
16	74408630	74422141	CLEC18B	NM_001385192
16	74671854	74700862	MLKL	NM_152649
16	74621398	74666877	RFWD3	NM_001370537
16	74712970	74774820	FA2H	NM_024306
16	75149050	75172234	ZFP1	NM_001318475
16	75218987	75224924	CTRB1	NM_001906
16	75204102	75207161	CTRB2	NM_001025200
16	75111859	75116772	LDHD	NM_153486
16	75443053	75464689	TMEM170A	NM_145254
16	75472051	75495441	CHST6	NM_021615
16	75536740	75556252	TMEM231	NM_001077418
16	75596867	75623281	ADAT1	NM_001324446
16	75566378	75577881	GABARAPL2	NM_007285
16	75528529	75536108	CHST5	NM_024533
16	75693892	75701461	DUXB	NM_001351307
16	75714130	75726490	CPHXL	NM_001355613
16	75647772	75657432	TERF2IP	NM_018975
16	78022547	78032101	CLEC3A	NM_005752
16	79593837	79600737	MAF	NM_001031804
16	80540733	80550809	DYNLRB2	NM_001305017
16	81053496	81077267	C16orf46	NM_001100873
16	81006497	81031485	CENPN	NM_001100624
16	81035841	81047350	ATMIN	NM_015251
16	81081944	81096395	GCSH	NM_004483
16	81314961	81390809	GAN	NM_022041
16	81988856	82011470	SDR42E1	NM_145168
16	82148161	82170224	MPHOSPH6	NM_005792
16	83807977	83819737	HSBP1	NM_001537
16	83968243	84002776	NECAB2	NM_019065
16	83899114	83927031	MLYCD	NM_012213
16	83953239	83966332	OSGIN1	NM_182981
16	84053762	84116942	MBTPS1	NM_003791
16	84122142	84145177	HSDL1	NM_031463
16	84177854	84187057	TAF1C	NM_005679
16	84191156	84197166	ADAD2	NM_139174
16	84221134	84239750	KCNG4	NM_172347
16	84294877	84329844	WFDC1	NM_021197
16	84476354	84504659	MEAK7	NM_020947
16	84648510	84667686	KLHL36	NM_024731
16	84565597	84618078	COTL1	NM_021149
16	84699999	84779921	USP10	NM_001272075
16	84819984	84909508	CRISPLD2	NM_031476
16	84974174	85011535	ZDHHC7	NM_001145548
16	85098357	85112472	CIBAR2	NM_198491
16	85676197	85688954	GINS2	NM_016095
16	85613321	85676200	GSE1	NM_014615
16	85799694	85807001	COX4I1	NM_001318794
16	85778624	85799544	EMC8	NM_006067
16	85902829	85922609	IRF8	NM_001363907
16	86566828	86569727	FOXC2	NM_005251
16	86578548	86583476	FOXL1	NM_005250
16	86530185	86555235	MTHFSD	NM_001159377
16	86510526	86515422	FOXF1	NM_001451
16	87302814	87317392	C16orf95	NM_001195124
16	87326986	87383776	FBXO31	NM_024735
16	87392335	87404774	MAP1LC3B	NM_022818
16	87707811	87765986	KLHDC4	NM_001351937
16	87881548	87936529	CA5A	NM_001367225
16	87830022	87869507	SLC7A5	NM_003486
16	88382958	88440751	ZNF469	NM_001367624
16	88651939	88663091	MVD	NM_002461
16	88638571	88640468	IL17C	NM_013278
16	88706502	88715396	CTU2	NM_001318507
16	88696500	88703581	RNF166	NM_001171816
16	88677687	88686507	SNAI3	NM_178310
16	88643288	88651053	CYBA	NM_000101
16	88813733	88856947	GALNS	NM_001323544
16	88809338	88811928	APRT	NM_000485
16	88857126	88862678	TRAPPC2L	NM_001318527
16	88803788	88809258	CDT1	NM_030928
16	88874857	88977207	CBFA2T3	NM_005187
16	89217702	89237136	ZNF778	NM_001201407
16	89195760	89201678	SLC22A31	NM_001384765
16	89171747	89195492	CDH15	NM_004933
16	89620596	89638433	DPEP1	NM_004413
16	89560710	89566829	RPL13	NM_033251
16	89575757	89597246	CPNE7	NM_014427
16	89721536	89740924	ZNF276	NM_001113525
16	89686688	89696354	CDK10	NM_052988
16	89707133	89720898	VPS9D1	NM_004913
16	89658046	89670458	SPATA33	NM_001271909
16	89696356	89701705	SPATA2L	NM_152339
16	89873591	89911379	TCF25	NM_014972
16	89828474	89871319	SPIRE2	NM_032451
16	90004870	90019890	DBNDD1	NM_001288708
16	89918861	89920972	MC1R	NM_002386
16	89948730	89968060	DEF8	NM_001242820
16	90022599	90044971	GAS8	NM_001286205
16	89969774	89972832	CENPBD1	NM_145039
16	89921924	89936097	TUBB3	NM_001197181
16	90056565	90077331	PRDM7	NM_001098173
17	67070443	67245196	HELZ	NM_001330447
17	33013087	33293295	ASIC2	NM_183377
17	41930616	41966503	TTC25	NM_031421
17	16690240	16777880	CCDC144A	NM_014695
17	58692601	58735611	RAD51C	NM_058216
17	75456634	75500452	TMEM94	NM_001321149
17	2059842	2303785	SMG6	NM_017575
17	1003518	1229722	ABR	NM_001322841
17	4163817	4263847	ANKFY1	NM_001257999
17	7336528	7351477	ACAP1	NM_014716
17	11241212	11564063	SHISA6	NM_207386
17	9250470	9575820	STX8	NM_004853
17	18858130	18931286	PRPSAP2	NM_001353100
17	17811333	17836986	SREBF1	NM_001005291
17	19904302	19977828	AKAP10	NM_007202
17	30378926	30469989	CPD	NM_001304
17	31391674	31538211	RAB11FIP4	NM_032932
17	32492521	32877124	MYO1D	NM_015194
17	35587321	35726411	AP2B1	NM_001030006
17	39757714	39864188	IKZF3	NM_001284514
17	34579581	34639318	TMEM132E	NM_001304438
17	38765690	38799905	PIP4K2B	NM_003559
17	47117702	47189295	CDC27	NM_001114091
17	46029915	46193429	KANSL1	NM_015443
17	48133441	48430214	SKAP1	NM_003726
17	44034327	44066671	LSM12	NM_001371445
17	42980564	42995142	RUNDC1	NM_001321381
17	45061316	45109014	NMT1	NM_021079
17	57256522	57684689	MSI2	NM_138962
17	65635539	66191907	CEP112	NM_001353127
17	65009288	65056740	GNA13	NM_006572
17	61865366	61927982	INTS2	NM_001351695
17	60677850	61392831	BCAS3	NM_001320470
17	59707653	59842255	VMP1	NM_001329394
17	63938553	63972918	SCN4A	NM_000334
17	69148006	69244848	ABCA10	NM_080282
17	73334383	73644445	SDK2	NM_001144952
17	74432087	74451658	GPRC5C	NM_001366261
17	82829433	82840022	ZNF750	NM_024702
17	82752064	82945914	TBCD	NM_005993
17	80544837	80966368	RPTOR	NM_020761
17	212388	352807	RPH3AL	NM_006987
17	508667	714839	VPS53	NM_001128159
17	782352	792509	MRM3	NM_018146
17	799310	979776	NXN	NM_022463
17	1569267	1628416	SLC43A2	NM_001284498
17	1420695	1456232	CRK	NM_016823
17	1702815	1710377	TLCD2	NM_001164407
17	1830004	1900082	RPA1	NM_001355120
17	1934676	2025334	RTN4RL1	NM_178568
17	2776757	3037741	RAP1GAP2	NM_001330058
17	2337500	2381054	SGSM2	NM_014853
17	2593653	2685615	PAFAH1B1	NM_000430
17	2416053	2511888	METTL16	NM_024086
17	3923872	3964437	ATP2A3	NM_174953
17	4004444	4143030	ZZEF1	NM_015113
17	3714627	3801188	ITGAE	NM_002208
17	3510501	3557812	TRPV3	NM_001258205
17	4710631	4721497	ARRB2	NM_001257328
17	4833339	4898061	MINK1	NM_001321236
