Gene	Chromosome	Start	End	Canonical
RNF212	4	1072873	1113464	NM_001131034
TRAFD1	12	112130522	112152791	NM_001143906
CLGN	4	140389223	140413078	NM_001130675
AAK1	2	69475868	69643040	NM_014911
CRIPAK	4	1394511	1395852	NM_175918
NKX1-1	4	1402931	1406442	NM_001290079
BCL7B	7	73537297	73557578	NM_001301061
OR51B2	11	5323358	5324297	NM_033180
DYNLT3	X	37840574	37847510	NM_006520
CTTNBP2	7	117711536	117873415	NM_033427
PCDHB8	5	141178034	141180440	NM_019120
PCDHB9	5	141187318	141189712	NM_019119
C4orf48	4	2041994	2043926	NM_001141936
FAM193A	4	2631004	2731868	NM_001256666
GAL	11	68684923	68690987	NM_015973
ZNF776	19	57747058	57757051	NM_173632
GNG11	7	93922137	93926216	NM_004126
ZNF560	19	9466573	9475313	NM_152476
CCDC185	1	223393475	223395347	NM_152610
ITGB8	7	20331806	20409997	NM_002214
MSANTD1	4	3246654	3255965	NM_001330620
DOK7	4	3463375	3500825	NM_173660
C1GALT1	7	7234319	7243727	NM_020156
PNPLA2	11	819718	824862	NM_020376
NSG1	4	4387629	4417435	NM_001287763
PLK1	16	23678932	23690063	NM_005030
HSPB6	19	35755521	35757008	NM_144617
ERVH48-1	21	42918523	42919006	NM_001308491
ZMYND10	3	50341409	50345579	NM_015896
CUZD1	10	122832277	122845843	NM_022034
EIF2S2	20	34089729	34112110	NM_003908
KCNE1B	21	7819232	7819631	NM_001330065
TBCD	17	82752193	82942463	NM_005993
BLOC1S4	4	6716209	6716863	NM_018366
KIAA0232	4	6824453	6880966	NM_014743
FEM1C	5	115524307	115543493	NM_020177
PSAPL1	4	7433313	7434879	NM_001085382
HMGCR	5	75342605	75360342	NM_000859
GRWD1	19	48446005	48453025	NM_031485
SH3TC1	4	8205194	8240955	NM_001318480
AKR1C2	10	4989995	5003835	NM_001354
GPR78	4	8580982	8587363	NM_080819
CPZ	4	8592833	8619617	NM_001014448
HMX1	4	8846145	8871614	NM_018942
USP17L11	4	9215404	9259716	NM_001256854
USP17L18	4	9215404	9250222	NM_001256859
USP17L20	4	9215404	9269211	NM_001256861
USP17L12	4	9220151	9264464	NM_001256853
USP17L21	4	9220151	9264464	NM_001256862
USP17L13	4	9224895	9226488	NM_001256855
USP17L15	4	9234384	9236334	NM_001256894
USP17L17	4	9243878	9245471	NM_001256857
USP17L19	4	9253377	9254970	NM_001256860
USP17L5	4	9325164	9364721	NM_001242329
DRD5	4	9782029	9783463	NM_000798
C5orf22	5	31532392	31552902	NM_018356
TMA16	4	163494801	163519514	NM_018352
C5orf63	5	127047669	127058995	NM_001164479
RPS19	19	41860774	41871397	NM_001321485
EPHA8	1	22563635	22601741	NM_020526
DOK6	18	69401244	69841383	NM_152721
UBTF	17	44207241	44218229	NM_014233
CC2D2A	4	15475932	15601425	NM_001080522
BCHE	3	165773381	165831033	NM_000055
FGFBP1	4	15935927	15936632	NM_005130
UROC1	3	126482344	126517719	NM_001165974
SLC25A3	12	98593978	98601528	NM_213611
PGC	6	41736851	41747334	NM_002630
OR3A2	17	3277969	3278935	NM_002551
OR3A1	17	3291634	3292582	NM_002550
OR1D2	17	3092057	3092996	NM_002548
TNFRSF11B	8	118924373	118951821	NM_002546
CLRN2	4	17515266	17527082	NM_001079827
WWC3	X	10063538	10141501	NM_015691
CEP250	20	35462367	35511626	NM_007186
PRKAB1	12	119668244	119680325	NM_006253
GOLGA6L4	15	84235834	84516785	NM_001267536
SEMG1	20	45207053	45208686	NM_003007
SMDT1	22_KI270928v1_alt	2113	42082062	NM_033318
LUZP1	1	23088894	23094261	NM_033631
SERAC1	6	158111365	158158363	NM_032861
GJB3	1	34784762	34785575	NM_024009
MTRR	5	7869133	7900058	NM_002454
NUFIP1	13	44941205	44989436	NM_012345
HTR3B	11	113904933	113946137	NM_006028
BIK	22	43124022	43129305	NM_001197
CCKAR	4	26481637	26490267	NM_000730
ERICH5	8	98064669	98093333	NM_173549
DTHD1	4	36282012	36343824	NM_001170700
RELL1	4	37631387	37686287	NM_001085400
UBAC1	9	135933399	135961162	NM_016172
PLEKHB1	11	73646608	73661602	NM_021200
AKR1B15	7	134564619	134579549	NM_001080538
GDPD3	16	30104871	30113478	NM_024307
UBL5	19	9828337	9830008	NM_024292
TPSB2	16	1228649	1229951	NM_024164
ULK4	3	41246928	41954759	NM_001322500
IFI44L	1	78627915	78641809	NM_006820
EZH1	17	42702531	42745017	NM_001991
A4GALT	22	42692889	42693951	NM_001318038
WRB-SH3BGR	21	39380384	39515159	NM_001317744
ZNF638	2	71348954	71434807	NM_001252612
PRR20D	13	57141304	57169270	NM_001130406
MECP2	X	154030366	154097665	NM_004992
ISG15	1	1013573	1014478	NM_005101
GIMAP4	7	150569901	150573060	NM_018326
BRIX1	5	34915738	34925495	NM_018321
CBLN4	20	55998556	56004171	NM_080617
LIMCH1	4	41360840	41697185	NM_001330672
KIN	10	7756079	7787933	NM_012311
PPP1R3D	20	59939031	59939931	NM_006242
BEND4	4	42117517	42152143	NM_207406
TIMM17B	X	48893728	48897749	NM_001167947
GRXCR1	4	42893266	43030540	NM_001080476
MIEF2	17	18261135	18264764	NM_139162
CNTNAP5	2	124025650	124914288	NM_130773
GABRA4	4	46928224	46993435	NM_000809
NLGN4X	X	5892816	6151466	NM_001282145
COPB1	11	14457823	14498928	NM_016451
NIPAL1	4	48016839	48036172	NM_207330
SPTA1	1	158611263	158686517	NM_003126
SLC10A4	4	48483561	48488939	NM_152679
ZAR1	4	48490291	48494244	NM_175619
SMAD6	15	66703258	66781535	NM_005585
LOXL1	15	73926783	73951837	NM_005576
TUBG2	17	42659503	42666800	NM_001320509
TRPM8	2	233926537	234014612	NM_024080
SPEG	2	219434977	219492786	NM_005876
USP46	4	52597639	52659150	NM_001286768
ATG2B	14	96285754	96362976	NM_018036
TRMT112	11	64316860	64317526	NM_001286084
TMEM216	11	61392631	61398276	NM_001330285
GSX2	4	54100344	54101922	NM_133267
PDCL2	4	55556556	55592109	NM_152401
PAK1IP1	6	10694985	10709452	NM_017906
FMNL3	12	49645814	49707180	NM_175736
KIAA1211	4	56298229	56327804	NM_020722
MRPL30	2	99186203	99195705	NM_145212
FKBP3	14	45116197	45134456	NM_002013
FBXO32	8	123503372	123541014	NM_058229
WNT10B	12	48966094	48970529	NM_003394
SOX18	20	64048165	64049516	NM_018419
ADAM11	17	44759199	44779754	NM_002390
HIST1H2AD	6	26198850	26199243	NM_021065
HOXA4	7	27129224	27130733	NM_002141
GEMIN8	X	14008912	14021478	NM_017856
ODAM	4	70196543	70203185	NM_017855
TMPRSS11D	4	67822336	67883933	NM_004262
TMPRSS11A	4	67911341	67963393	NM_182606
TMPRSS11F	4	68053908	68129820	NM_207407
TMPRSS11B	4	68227910	68245558	NM_182502
GCSH	16	81082865	81096278	NM_004483
FUT7	9	137030709	137031991	NM_004479
UGT2B10	4	392038	69020370	NM_001075
UGT2B28	4	69280500	69294809	NM_053039
UGT2B4	4	69480633	69525729	NM_021139
UGT2A2	4	69589371	69639640	NM_001105677
NUPL2	7	23182085	23200745	NM_007342
STATH	4	69998437	70000949	NM_003154
PRR27	4	70154375	70161597	NM_214711
SMR3A	4	70362115	70366994	NM_012390
OPRPN	4	70399285	70410075	NM_001302807
AMTN	4	70518777	70532465	NM_212557
MAP4K3	2	39250617	39436987	NM_003618
ENAM	4	70629500	70644855	NM_031889
UTP3	4	70688677	70690117	NM_020368
C16orf82	16	27066995	27067460	NM_001145545
SSTR4	20	23035483	23036650	NM_001052
PSAT1	9	78297210	78329086	NM_058179
TBCA	5	77691417	77776257	NM_001297738
LRRC63	13	46213034	46276803	NM_001282460
PRDX4	X	23667570	23686335	NM_006406
TM9SF1	14	24189414	24195019	NM_006405
CCDC91	12	28257215	28549173	NM_018318
RASSF6	4	73576234	73620500	NM_177532
EREG	4	74365308	74384808	NM_001432
PAEP	9	135561801	135565801	NM_001018049
CCL19	9	34689818	34691139	NM_006274
RAD51	15	40698758	40731178	NM_133487
GPR42	19	35371359	35372400	NM_001348195
CFAP53	18	50227380	50266404	NM_145020
SAA4	11	18231501	18235926	NM_006512
ACAA2	18	49783846	49813484	NM_006111
TSNAX	1	231528810	231564905	NM_005999
RPL22	1	6186671	6199573	NM_000983
EIF4A1	17	7572841	7578486	NM_001416
TYMS	18	657742	672997	NM_001071
RPL5	1	92832114	92841865	NM_000969
PITPNB	22	27853612	27919191	NM_012399
ART3	4	76075889	76112519	NM_001130016
IDO1	8	39913922	39928185	NM_002164
CCDC158	4	76313169	76403207	NM_001042784
SHROOM3	4	76436052	76779177	NM_020859
SOWAHB	4	76895467	76897849	NM_001029870
CDC34	19	531931	541552	NM_004359
ADAM8	10	133263155	133276817	NM_001109
DUS3L	19	5785202	5791141	NM_020175
CNNM2	10	102918480	103077180	NM_017649
FBXW9	19	12689215	12696581	NM_032301
ATP5E	20	59030305	59032251	NM_006886
PCDHGA6	5	141374083	141511173	NM_018919
USP17L28	4	9325164	9364721	NM_001242331
ATAD2B	2	23752045	23926770	NM_017552
ABCB11	2	168923621	169018125	NM_003742
TNR	1	175323356	175406714	NM_003285
SBSN	19	35523509	35528281	NM_001166034
ZHX1-C8orf76	8	123226472	123267293	NM_001204180
DACT2	6	168293893	168319633	NM_214462
SCRN2	17	47837843	47840843	NM_001145023
LIN54	4	82928101	82984844	NM_194282
GPX7	1	52602409	52608425	NM_015696
CPNE6	14	24070982	24077730	NM_001280558
INPP1	2	190360102	190371402	NM_001128928
SOST	17	43755341	43758741	NM_025237
ZSCAN16	6	28125443	28129950	NM_001320557
ZDBF2	2	206281849	206311593	NM_020923
HIST1H3F	6	26250194	26250605	NM_021018
SLIRP	14	77708111	77717561	NM_001267864
MGAT4B	5	179798044	179806583	NM_054013
C11orf58	11	16738778	16755104	NM_014267
SUPT3H	6	44829815	45365301	NM_181356
ZNF783	7	149262333	149282343	NM_001195220
NOX3	6	155396835	155455800	NM_015718
PLXNB3	X	153765535	153779039	NM_001163257
C4orf36	4	86887759	86891520	NM_144645
HSD17B13	4	87305217	87322841	NM_178135
TMA7	3	48440296	48443882	NM_015933
LGALS16	19	39655961	39660520	NM_001190441
GABRA6	5	161685989	161701773	NM_000811
IGFBP6	12	53097717	53102167	NM_002178
HERC5	4	88457269	88505878	NM_016323
NAP1L5	4	88697205	88697754	NM_153757
TIGD2	4	89112974	89114552	NM_145715
GPRIN3	4	89247779	89250110	NM_198281
PEX13	2	61017759	61048770	NM_002618
PARP1	1	226361459	226407929	NM_001618
HPGDS	4	94299479	94334629	NM_014485
POM121C	7	75418795	75441496	NM_001099415
SORBS3	8	22554506	22574728	NM_005775
F12	5	177402291	177409527	NM_000505
WNT10A	2	218880995	218893271	NM_025216
CCDC68	18	54904357	54942791	NM_025214
CXXC4	4	104472321	104491802	NM_025212
MTERF2	12	106977556	106978714	NM_001033050
TRIB1	8	125430902	125436471	NM_025195
ANKRD36B	2	97507041	97589685	NM_025190
CEACAM18	19	51478642	51490605	NM_001278392
C4orf17	4	99513081	99542109	NM_032149
DDIT4L	4	100187676	100189983	NM_145244
FAM47A	X	34129902	34132278	NM_203408
GMPR	6	16238693	16295186	NM_006877
HSD3B2	1	119415419	119422620	NM_001166120
IL2RG	X	71107735	71111539	NM_000206
RPS20	8	56069737	56074383	NM_001146227
BANK1	4	101790880	102073743	NM_017935
NKPD1	19	45151937	45160150	NM_198478
P2RY12	3	151337816	151338845	NM_022788
SLC35F4	14	57564134	57865825	NM_001306087
LYPD4	19	41837142	41839285	NM_173506
GZMA	5	55102682	55110182	NM_006144
ARHGEF38	4	105552765	105677937	NM_001242729
TXLNG	X	16786487	16841766	NM_018360
ADGRA1	10	133088909	133129511	NM_001083909
DACT1	14	58638202	58647134	NM_016651
SLC41A3	3	126006406	126068219	NM_017836
BAGE3	21	10413739	10462886	NM_182481
ZNF641	12	48342972	48350062	NM_152320
MON1A	3	49909013	49929886	NM_032355
CDH26	20	59958726	60012730	NM_177980
GATC	12	120446480	120459959	NM_176818
RASSF4	10	44970202	44993329	NM_032023
TMEM133	11	100992308	100992698	NM_032021
ANGPTL6	19	10092588	10096563	NM_031917
MRPS24	7	43866698	43869495	NM_032014
TMEM245	9	109020459	109119913	NM_032012
ZNF677	19	53236971	53251550	NM_001317998
SLC15A3	11	60937218	60951551	NM_016582
CASP6	4	109689329	109703395	NM_001226
POP3	1	158999970	159000312	NM_001320010
RRH	4	109828027	109844197	NM_006583
LRIT3	4	109848201	109870789	NM_198506
OST4	2	27071348	27071462	NM_001134693
FAM204A	10	118310856	118336415	NM_022063
HOXB3	17	48550333	48552474	NM_002146
ALPK1	4	112377777	112441210	NM_025144
ZFR	5	32355759	32444658	NM_016107
NDUFS7	19	1383926	1395488	NM_024407
NEUROG2	4	112514656	112515475	NM_024019
SARM1	17	28372032	28396286	NM_015077
NUP58	13	25301773	25340134	NM_014089
MTNR1A	4	186533688	186555365	NM_005958
CYP7B1	8	64587692	64798587	NM_004820
FAM71B	5	157162446	157166168	NM_130899
UGT8	4	114622880	114676288	NM_001322112
ATIC	2	215312142	215349655	NM_004044
ALOX12B	17	8072770	8087442	NM_001139
PCDHGA7	5	141382899	141511173	NM_018920
HSPB11	1	53921650	53940082	NM_016126
DENND3	8	141136646	141194233	NM_014957
HIST1H2BB	6	26043276	26043657	NM_021062
IFNA7	9	21201595	21202165	NM_021057
TNIP3	4	121132630	121227387	NM_001244764
SLITRK4	X	143628594	143631108	NM_001184749
METTL25	12	82358565	82479024	NM_001347934
CATSPERD	19	5720737	5778676	NM_152784
ALG9	11	111786396	111871482	NM_001077691
ATP5F1	1	111449541	111460994	NM_001688
TEKT2	1	36084921	36088186	NM_014466
MMP19	12	55837035	55842830	NM_002429
GTF3C6	6	110958769	110967790	NM_138408
FOXJ1	17	76137352	76140395	NM_001454
FAT4	4	125316411	125491768	NM_001291303
INTU	4	127633034	127716436	NM_015693
SLC25A31	4	127730545	127773574	NM_001318467
MAPK13	6	36130582	36139373	NM_002754
MFSD8	4	127920629	127965133	NM_152778
RNF166	16	88697567	88706325	NM_001171816
PLD6	17	17202766	17206286	NM_178836
DSCAML1	11	117428327	117797259	NM_020693
PABPC4L	4	134199906	134201193	NM_001114734
KMT2C	7	152136831	152435786	NM_170606
UQCC1	20	35303934	35411963	NM_018244
CLDN15	7	101232409	101237581	NM_001185080
LOC100996693	2	219496354	219498189	NM_001286811
PAK4	19	39169553	39178579	NM_001014831
RNF150	4	140868260	141132808	NM_020724
TM9SF4	20	32109740	32165444	NM_014742
LOC79999	17	19089538	19222364	NM_001291904
IRF4	6	393152	407598	NM_002460
CGGBP1	3	88055472	88055976	NM_001008390
VPS35	16	46660471	46689133	NM_018206
TMEM132D	12	129073874	129903339	NM_133448
ABCC10	6	43427978	43450091	NM_033450
TRAPPC10	21	44012493	44103531	NM_003274
SLC4A1	17	44250457	44262866	NM_000342
CLK1	2	200853305	200864226	NM_001162407
USP17L25	4	9325164	9364721	NM_001242326
POLR1A	2	86027422	86105776	NM_015425
COL2A1	12	47973406	48004321	NM_001844
FHDC1	4	152943057	152976723	NM_033393
ZHX3	20	41185190	41204916	NM_015035
FNBP1	9	129890538	130042975	NM_015033
MRPL54	19	3762700	3767393	NM_172251
MMAA	4	145639139	145655434	NM_172250
ZMYM6	1	34987103	35030639	NM_007167
UNC93A	6	167291489	167315452	NM_018974
VKORC1L1	7	65873371	65954413	NM_173517
LRAT	4	154744326	154749136	NM_004744
MAP9	4	155347782	155375850	NM_001039580
ASIC5	4	155829855	155866226	NM_017419
LIN7A	12	80811464	80937722	NM_004664
RPL24	3	101681134	101686676	NM_000986
SERPINA3	14	94614441	94623814	NM_001085
RPL23A	17	28720005	28723881	NM_000984
PLOD3	7	101206280	101217274	NM_001084
LGALS13	19	39602568	39607339	NM_013268
FLRT1	11	64116267	64118292	NM_013280
FAM216A	12	110468875	110490137	NM_013300
PRPSAP2	17	18865833	18930698	NM_002767
GIMAP6	7	150627718	150630142	NM_001244072
ARID5B	10	61901709	62093030	NM_032199
C4orf46	4	158669612	158671801	NM_001008393
ISY1	3	129130080	129160975	NM_001199469
CELA3B	1	21977039	21989279	NM_007352
C4orf45	4	158893702	159035096	NM_152543
RHOQ	2	46543046	46581083	NM_012249
TFDP1	13	113585837	113640267	NM_007111
ANP32C	4	164197006	164197711	NM_012403
CORT	1	10450223	10451595	NM_001302
CLIC2	X	155277902	155334427	NM_001289
MYCL	1	39897371	39901888	NM_001033081
PMCH	12	102196651	102197770	NM_002674
BIRC6	2	32357161	32617904	NM_016252
ACAD9	3	128879691	128912607	NM_014049
CTDSPL	3	37862199	37980867	NM_001008392
CCT7	2	73234378	73252861	NM_001166285
CHMP5	9	33265078	33280859	NM_016410
SEC61B	9	99222363	99230424	NM_006808
TOMM34	20	44943108	44960333	NM_006809
SCGB1C1	11	193099	194450	NM_145651
GCNT2	6	10528911	10626607	NM_001491
BVES	6	105101088	105133577	NM_001199563
SUB1	5	32588512	32601084	NM_006713
CALM1	14	90397230	90404717	NM_006888
CENPV	17	16342816	16353436	NM_181716
UBXN2A	2	23958314	23999867	NM_181713
B4GAT1	11	66346048	66347545	NM_006876
DSTN	20	17570208	17607146	NM_001011546
FKBP9	7	32957573	33005351	NM_001284341
FBXO8	4	174237411	174263092	NM_012180
RAD54L	1	46248405	46278282	NM_003579
PRKAR1B	7	550429	711505	NM_001164761
TFAM	10	58385547	58395074	NM_003201
NACAD	7	45080508	45088894	NM_001146334
MYOCD	17	12666188	12763644	NM_001146312
TMEM43	3	14125193	14141795	NM_024334
PVRIG	7	100219910	100221251	NM_024070
AURKAIP1	1	1373800	1374756	NM_017900
AGA	4	177431707	177442375	NM_000027
DEFB113	6	49968676	49969625	NM_001037729
DEFB107A	8	179036	7815628	NM_001037668
CACNA1I	22	39570752	39686405	NM_021096
CLDN22	4	183319555	183320218	NM_001111319
CLDN24	4	183321763	183322426	NM_001185149
EMILIN1	2	27079065	27086015	NM_007046
TYMP	22	50525769	50529709	NM_001113756
TANC2	17	63009559	63421955	NM_025185
ARL6IP6	2	152718624	152759840	NM_152522
AVEN	15	33866612	34039046	NM_020371
KRTAP5-4	11	97961	1622093	NM_001012709
NR1H2	19	50377605	50382602	NM_007121
HELT	4	185018928	185020772	NM_001300781
SNX25	4	185247356	185363465	NM_001317781
CCDC110	4	185445501	185471683	NM_152775
CASC3	17	40140548	40169621	NM_007359
HAP1	17	41724700	41734634	NM_177977
GFPT2	5	180301563	180353217	NM_005110
SLC25A6	X	1386601	1392009	NM_001636
DAB2IP	9	121567188	121783545	NM_032552
NXT1	20	23354041	23354464	NM_013248
INO80D	2	206004367	206063016	NM_017759
FCER1G	1	161215321	161218943	NM_004106
CHSY1	15	101177387	101251456	NM_014918
SLC6A18	5	1225477	1246078	NM_182632
C17orf102	17	34577526	34579280	NM_207454
FAM174B	15	92619455	92655659	NM_207446
SH3BGRL2	6	79631461	79699509	NM_031469
CKAP4	12	106239023	106247851	NM_006825
RAB40B	17	82657862	82698596	NM_006822
EHD1	11	64854332	64879630	NM_001282444
GPR75	2	53853133	53854756	NM_006794
IRX2	5	2747563	2751413	NM_033267
SBF2	11	9780417	10294069	NM_030962
PLEKHG1	6	150599995	150841056	NM_001329800
KCNQ3	8	132129261	132480532	NM_004519
BEX3	X	103376402	103377827	NM_206915
LMOD2	7	123655963	123663745	NM_207163
ZBTB8A	1	32592931	32600419	NM_001040441
C7orf57	7	48036308	48060272	NM_001100159
ACAA1	3	38123046	38137035	NM_001607
ARPC1A	7	99333353	99365929	NM_006409
ANKRD33B	5	10564467	10650113	NM_001164440
DAP	5	10680706	10761068	NM_004394
HECW1	7	43243905	43561926	NM_015052
GPR39	2	132417042	132645606	NM_001508
GFRA2	8	21693277	21788159	NM_001495
GDI2	10	5766005	5813258	NM_001494
CXCR3	X	71616364	71618449	NM_001142797
GDI1	X	154437254	154442672	NM_001493
AKIRIN2	6	87675596	87701684	NM_018064
FBXO10	9	37512546	37541768	NM_012166
FBXW2	9	120764558	120788258	NM_012164
SDCCAG3	9	136402787	136410397	NM_001039707
ATP2B4	1	203683205	203739854	NM_001001396
SIX3	2	44942104	44944760	NM_005413
GRB2	17	75320367	75393628	NM_002086
TTC38	22	46268039	46292884	NM_017931
NPR3	5	32710662	32786345	NM_001204375
ADCY5	3	123284607	123448545	NM_183357
SLC45A2	5	33944647	33984583	NM_001012509
BET1L	11	205301	207321	NM_016526
HDGFL3	15	83139269	83207414	NM_016073
FGF16	X	77447674	77456522	NM_003868
IL18RAP	2	102423277	102452181	NM_003853
TSPAN32	11	2302149	2317924	NM_139022
MED9	17	17477041	17491495	NM_018019
STX17	9	99915239	99968673	NM_017919
RSPH3	6	158977537	158999976	NM_031924
TAF3	10	7818709	8014751	NM_031923
SPACA5B	X	48007802	48132529	NM_001079900
HINT3	6	125956977	125977676	NM_138571
UGT3A1	5	35954201	35991240	NM_001171873
DPYS	8	104381197	104466920	NM_001385
ZNF705E	11	71816511	71821476	NM_001278713
RANBP3L	5	36248640	36301416	NM_001161429
PIK3CA	3	179198825	179234364	NM_006218
MED28	4	17614654	17623798	NM_025205
LPCAT1	5	1463650	1523844	NM_024830
FN3KRP	17	82716755	82727171	NM_024619
CA5A	16	87888128	87936450	NM_001739
EXOSC8	13	37000805	37009299	NM_181503
ZNF462	9	106923383	107011030	NM_021224
VGF	7	101162995	101164843	NM_003378
UCP3	11	74001411	74007042	NM_003356
NCAPG2	7	158631665	158701899	NM_001281933
ABHD16B	20	63861540	63862950	NM_080622
ATRAID	2	27212203	27216948	NM_080592
JARID2	6	15246539	15520251	NM_004973
SSX7	X	52645442	52653472	NM_173358
NCF4	22	81965	36877823	NM_013416
APMAP	20	24963812	24992688	NM_020531
NFKBIA	14	35402012	35404644	NM_020529
ANXA2R	5	43039464	43040046	NM_001014279
ARID5A	2	96536826	96552313	NM_001319092
NAPEPLD	7_KI270806v1_alt	115952	103128776	NM_001122838
TIMM10B	11	6481516	6482221	NM_012192
FOXI1	5	170105957	170108611	NM_012188
C1QTNF6	22	37182187	37188213	NM_031910
KLF2	19	16324923	16327031	NM_016270
ZNF12	7	6690847	6705173	NM_016265
LSM8	7	118184223	118192002	NM_016200
ITGA2	5	52989468	53090599	NM_002203
FST	5	53480791	53486033	NM_006350
HSPB3	5	54455789	54456242	NM_006308
OR1E1	17	3397465	3398410	NM_003553
LOC389602	7	155962829	155964902	NM_001291913
C7orf69	7	47795335	47819597	NM_001302627
LINC01835	19	15852110	15864887	NM_001302493
ASPN	9	92457287	92474897	NM_017680
BRIP1	17	61683295	61861539	NM_032043
MYL10	7	101613474	101629118	NM_138403
AP5B1	11	65777855	65780591	NM_138368
ELOVL4	6	79916607	79947279	NM_022726
C5orf67	5	56511721	56556172	NM_001287053
P2RY1	3	152835782	152836904	NM_002563
P2RX7	12	121132970	121184802	NM_002562
SETD9	5	56909645	56925336	NM_001171990
OR1K1	9	122800122	122801073	NM_080859
ZFP14	19	36340223	36367892	NM_001297619
ENO1	1	8861359	8874908	NM_001201483
ACTBL2	5	57481576	57482707	NM_001017992
PPAT	4	56395351	56435477	NM_002703
SSMEM1	7	130207910	130216470	NM_145268
CHURC1-FNTB	14	64914414	65061312	NM_001202559
TEAD3	6	35475043	35486662	NM_003214
DEPDC1B	5	60597752	60700093	NM_018369
ERCC8	5	60874614	60945008	NM_001007233
ANP32B	9	97983555	98015431	NM_006401
CHERP	19	16519158	16542378	NM_006387
CCT3	1	156309198	156338184	NM_005998
ABHD12	20	25294972	25390703	NM_001042472
SIRPD	20	1534424	1557653	NM_178460
RGS8	1	182646734	182672824	NM_001102450
C1orf229	1	247111510	247112224	NM_207401
DCAF1	3	51398768	51483828	NM_014703
ZBED8	5	160393705	160395490	NM_001303251
MCF2	X	139582442	139651744	NM_001171876
MRPL57	13	21176916	21177225	NM_024026
HOXB9	17	48622899	48626269	NM_024017
HOXB8	17	48613201	48614704	NM_024016
BMS1	10	42784394	42831096	NM_014753
SORCS3	10	104641327	105263374	NM_014978
FOXO4	X	71096528	71102084	NM_005938
TPBGL	11	75241049	75242198	NM_001195528
ARPC4-TTLL3	3	9793121	9834821	NM_001198793
SREK1	5	66144376	66178868	NM_139168
DNAJC24	11	31370748	31430401	NM_181706
TMEM50A	1	25340486	25360705	NM_014313
GEM	8	94250309	94260503	NM_005261
GNAI3	1	109548720	109592233	NM_006496
VPS37C	11	61131819	61138829	NM_017966
